s,a,s',p_r,reward,number_occurrences,q,scale_factor,policy
<>,START,<START>,1.0,0.0,10469,0.35158155611316727,1.0,1
<A_ACCEPTED | 0>,A_DECLINED,<A_DECLINED | 48>,1.0,0.0,10,0.040193560273017764,0.9866142981514303,0
<A_ACCEPTED | 37>,W_Complete_preaccepted_appl,<A_CANCELLED | 124>,0.1818181818181818,0.0,2,0.25332978605339235,0.9918597245682077,0
<A_ACCEPTED | 37>,W_Complete_preaccepted_appl,<A_CANCELLED | 48>,0.0909090909090909,0.0,1,0.25332978605339235,0.9918597245682077,0
<A_ACCEPTED | 37>,W_Complete_preaccepted_appl,<W_Complete_preaccepted_appl | 124>,0.0909090909090909,0.0,1,0.25332978605339235,0.9918597245682077,0
<A_ACCEPTED | 37>,W_Complete_preaccepted_appl,<W_Complete_preaccepted_appl | 48>,0.6363636363636364,0.0,7,0.25332978605339235,0.9918597245682077,0
<A_ACCEPTED | 56>,A_DECLINED,<A_DECLINED | 48>,1.0,0.0,9,0.03984368731022216,0.9780261147388136,0
<A_ACCEPTED | 56>,O_SELECTED,<O_SELECTED | 48>,1.0,0.0,2567,0.3553120781637072,1.0,1
<A_ACCEPTED | 56>,W_Complete_preaccepted_appl,<A_CANCELLED | 48>,0.1379310344827586,0.0,4,0.30627932054576923,0.9999989913051835,0
<A_ACCEPTED | 56>,W_Complete_preaccepted_appl,<W_Complete_preaccepted_appl | 48>,0.8620689655172413,0.0,25,0.30627932054576923,0.9999989913051835,0
<A_ACTIVATED | 111>,END,<END | 135>,0.0714285714285714,0.5300743297762837,2,0.3796039736365543,0.9999983369439447,1
<A_ACTIVATED | 111>,END,<END | 84>,0.9285714285714286,0.3680300107221379,26,0.3796039736365543,0.9999983369439447,1
<A_ACTIVATED | 112>,END,<END | 33>,0.4003984063745019,0.4941099690632866,201,0.4233425926840668,1.0,1
<A_ACTIVATED | 112>,END,<END | 53>,0.0438247011952191,1.0,22,0.4233425926840668,1.0,1
<A_ACTIVATED | 112>,END,<END | 73>,0.5557768924302788,0.3268884507013655,279,0.4233425926840668,1.0,1
<A_ACTIVATED | 112>,W_Call_missing_information,<W_Call_missing_information | 73>,1.0,0.0,1,0.01960845313877033,0.24491866240370908,0
<A_ACTIVATED | 12>,END,<END | 103>,0.7304492512479202,0.3399443064706741,439,0.47509527380733185,1.0,1
<A_ACTIVATED | 12>,END,<END | 3>,0.0632279534109817,0.3944514530204065,38,0.47509527380733185,1.0,1
<A_ACTIVATED | 12>,END,<END | 53>,0.1996672212978369,0.9999999999999972,120,0.47509527380733185,1.0,1
<A_ACTIVATED | 12>,END,<END | 73>,0.0066555740432612,0.3268884507013666,4,0.47509527380733185,1.0,1
<A_ACTIVATED | 12>,W_Assess_application,<W_Assess_application | 103>,1.0,0.0,2,0.07259587731213848,0.4621171572600098,0
<A_ACTIVATED | 139>,END,<END | 21>,0.9411764705882352,0.3783272303662036,16,0.38232615744428794,0.9995931460438896,1
<A_ACTIVATED | 139>,END,<END | 83>,0.0588235294117647,0.4489544324666613,1,0.38232615744428794,0.9995931460438896,1
<A_ACTIVATED | 22>,END,<END | 33>,0.2478632478632478,0.4941099690632863,29,0.46014683042650883,1.0,1
<A_ACTIVATED | 22>,END,<END | 83>,0.7521367521367521,0.4489544324666618,88,0.46014683042650883,1.0,1
<A_ACTIVATED | 36>,A_REGISTERED,<A_REGISTERED | 36>,1.0,0.0,1,0.023661230047972995,0.24491866240370908,1
<A_ACTIVATED | 69>,END,<END | 21>,0.0588235294117647,0.3783272303662034,2,0.6367433304637747,0.999999917201249,1
<A_ACTIVATED | 69>,END,<END | 27>,0.9411764705882352,0.652894392736527,32,0.6367433304637747,0.999999917201249,1
<A_ACTIVATED | 72>,END,<END | 3>,0.7318181818181818,0.3944514530204063,161,0.4247093837704715,1.0,1
<A_ACTIVATED | 72>,END,<END | 53>,0.059090909090909,1.0,13,0.4247093837704715,1.0,1
<A_ACTIVATED | 72>,END,<END | 84>,0.209090909090909,0.3680300107221379,46,0.4247093837704715,1.0,1
<A_ACTIVATED | 72>,W_Call_after_offer,<W_Call_after_offer | 84>,1.0,0.0,1,0.02207633583695778,0.24491866240370908,0
<A_ACTIVATED | 79>,END,<END | 135>,0.9387755102040816,0.5300743297762833,138,0.5343387749735757,1.0,1
<A_ACTIVATED | 79>,END,<END | 21>,0.0068027210884353,0.3783272303662034,1,0.5343387749735757,1.0,1
<A_ACTIVATED | 79>,END,<END | 27>,0.0476190476190476,0.6528943927365275,7,0.5343387749735757,1.0,1
<A_ACTIVATED | 79>,END,<END | 83>,0.0068027210884353,0.4489544324666613,1,0.5343387749735757,1.0,1
<A_ACTIVATED | 9>,END,<END | 101>,0.9346733668341708,0.4882722350195552,186,0.48969176030077555,1.0,1
<A_ACTIVATED | 9>,END,<END | 135>,0.0351758793969849,0.5300743297762837,7,0.48969176030077555,1.0,1
<A_ACTIVATED | 9>,END,<END | 33>,0.0251256281407035,0.494109969063286,5,0.48969176030077555,1.0,1
<A_ACTIVATED | 9>,END,<END | 83>,0.0050251256281407,0.4489544324666613,1,0.48969176030077555,1.0,1
<A_ACTIVATED | 9>,W_Call_missing_information,<W_Call_missing_information | 88>,1.0,0.0,1,0.0023692482742601845,0.24491866240370908,0
<A_APPROVED | 108>,A_REGISTERED,<A_REGISTERED | 46>,0.9591836734693876,0.0,141,0.5354373980502847,1.0,1
<A_APPROVED | 108>,A_REGISTERED,<A_REGISTERED | 70>,0.0408163265306122,0.0,6,0.5354373980502847,1.0,1
<A_APPROVED | 119>,A_REGISTERED,<A_REGISTERED | 125>,0.6944444444444444,0.0,25,0.4536714530390294,0.999999969540041,1
<A_APPROVED | 119>,A_REGISTERED,<A_REGISTERED | 139>,0.1944444444444444,0.0,7,0.4536714530390294,0.999999969540041,1
<A_APPROVED | 119>,A_REGISTERED,<A_REGISTERED | 70>,0.1111111111111111,0.0,4,0.4536714530390294,0.999999969540041,1
<A_APPROVED | 134>,A_REGISTERED,<A_REGISTERED | 30>,1.0,0.0,1,0.11985927483230016,0.24491866240370908,1
<A_APPROVED | 18>,A_REGISTERED,<A_REGISTERED | 107>,0.0346534653465346,0.0,7,0.486989294393954,1.0,1
<A_APPROVED | 18>,A_REGISTERED,<A_REGISTERED | 125>,0.0198019801980198,0.0,4,0.486989294393954,1.0,1
<A_APPROVED | 18>,A_REGISTERED,<A_REGISTERED | 30>,0.9405940594059404,0.0,190,0.486989294393954,1.0,1
<A_APPROVED | 18>,A_REGISTERED,<A_REGISTERED | 46>,0.0049504950495049,0.0,1,0.486989294393954,1.0,1
<A_APPROVED | 29>,A_REGISTERED,<A_REGISTERED | 41>,0.9696969696969696,0.0,608,0.4722542845687177,1.0,1
<A_APPROVED | 29>,A_REGISTERED,<A_REGISTERED | 96>,0.0303030303030303,0.0,19,0.4722542845687177,1.0,1
<A_APPROVED | 36>,A_ACTIVATED,<A_ACTIVATED | 36>,1.0,0.0,1,0.005795076814175995,0.24491866240370908,1
<A_APPROVED | 44>,A_REGISTERED,<A_REGISTERED | 70>,1.0,0.0,35,0.5981988428751679,0.9999999497800182,1
<A_APPROVED | 47>,A_REGISTERED,<A_REGISTERED | 107>,0.7910447761194029,0.0,159,0.43789923482058635,1.0,1
<A_APPROVED | 47>,A_REGISTERED,<A_REGISTERED | 125>,0.2039800995024875,0.0,41,0.43789923482058635,1.0,1
<A_APPROVED | 47>,A_REGISTERED,<A_REGISTERED | 30>,0.0049751243781094,0.0,1,0.43789923482058635,1.0,1
<A_APPROVED | 51>,A_REGISTERED,<A_REGISTERED | 51>,1.0,0.0,1,0.028498661830708052,0.24491866240370908,1
<A_APPROVED | 55>,A_REGISTERED,<A_REGISTERED | 125>,1.0,0.0,3,0.29013578405755713,0.6351489523872873,1
<A_APPROVED | 71>,A_REGISTERED,<A_REGISTERED | 107>,0.1758793969849246,0.0,70,0.42563883556299337,1.0,1
<A_APPROVED | 71>,A_REGISTERED,<A_REGISTERED | 94>,0.8241206030150754,0.0,328,0.42563883556299337,1.0,1
<A_APPROVED | 82>,A_REGISTERED,<A_REGISTERED | 111>,0.0390243902439024,0.0,8,0.4229442441158999,1.0,1
<A_APPROVED | 82>,A_REGISTERED,<A_REGISTERED | 41>,0.024390243902439,0.0,5,0.4229442441158999,1.0,1
<A_APPROVED | 82>,A_REGISTERED,<A_REGISTERED | 96>,0.9365853658536586,0.0,192,0.4229442441158999,1.0,1
<A_APPROVED | 90>,A_REGISTERED,<A_REGISTERED | 111>,1.0,0.0,14,0.37889963958118383,0.9981778976111987,1
<A_CANCELLED | 0>,END,<END | 0>,1.0,0.040135950637821,127,0.040135950637821,1.0,1
<A_CANCELLED | 102>,O_CANCELLED,<O_CANCELLED | 85>,1.0,0.0,4,0.0136681693917422,0.7615941559557649,1
<A_CANCELLED | 10>,O_CANCELLED,<O_CANCELLED | 121>,1.0,0.0,14,0.025302836039808367,0.9981778976111987,1
<A_CANCELLED | 110>,O_CANCELLED,<O_CANCELLED | 17>,1.0,0.0,3,0.01232435191395902,0.6351489523872873,1
<A_CANCELLED | 114>,END,<END | 80>,1.0,0.0305501198692428,8,0.02945115812857227,0.9640275800758169,1
<A_CANCELLED | 114>,O_CANCELLED,<O_CANCELLED | 80>,1.0,0.0,16,0.029127708215137275,0.999329299739067,0
<A_CANCELLED | 116>,O_CANCELLED,<O_CANCELLED | 116>,1.0,0.0,1,0.12274194477303435,0.24491866240370908,1
<A_CANCELLED | 117>,O_CANCELLED,<O_CANCELLED | 117>,0.6153846153846154,0.0,8,0.2800949229918161,0.996997635486526,1
<A_CANCELLED | 117>,O_CANCELLED,<O_CANCELLED | 121>,0.3846153846153846,0.0,5,0.2800949229918161,0.996997635486526,1
<A_CANCELLED | 11>,O_CANCELLED,<O_CANCELLED | 120>,1.0,0.0,5,0.012108887573517755,0.8482836399575129,1
<A_CANCELLED | 123>,END,<END | 92>,1.0,0.0082682392698639,1,0.0020250461024088865,0.24491866240370908,1
<A_CANCELLED | 124>,END,<END | 105>,1.0,0.0310294428193743,7,0.029210358443359268,0.9413755384972874,1
<A_CANCELLED | 126>,O_CANCELLED,<O_CANCELLED | 120>,1.0,0.0,1,0.0034961095652527295,0.24491866240370908,1
<A_CANCELLED | 128>,O_CANCELLED,<O_CANCELLED | 128>,1.0,0.0,1,0.013907649804958979,0.24491866240370908,1
<A_CANCELLED | 130>,O_CANCELLED,<O_CANCELLED | 121>,1.0,0.0,2,0.011714219168061434,0.4621171572600098,1
<A_CANCELLED | 131>,END,<END | 105>,1.0,0.0310294428193743,198,0.0310294428193743,1.0,1
<A_CANCELLED | 131>,W_Complete_preaccepted_appl,<W_Complete_preaccepted_appl | 105>,1.0,0.0,15,0.03099343104807015,0.9988944427261528,0
<A_CANCELLED | 134>,O_CANCELLED,<O_CANCELLED | 85>,1.0,0.0,3,0.011398884041228482,0.6351489523872873,1
<A_CANCELLED | 138>,END,<END | 122>,1.0,0.0248450767621351,20,0.0248428209350696,0.9999092042625951,1
<A_CANCELLED | 138>,O_CANCELLED,<O_CANCELLED | 122>,0.6666666666666666,0.0,4,0.023300213501334505,0.9051482536448664,0
<A_CANCELLED | 138>,O_CANCELLED,<O_CANCELLED | 68>,0.1666666666666666,0.0,1,0.023300213501334505,0.9051482536448664,0
<A_CANCELLED | 138>,O_CANCELLED,<O_CANCELLED | 80>,0.1666666666666666,0.0,1,0.023300213501334505,0.9051482536448664,0
<A_CANCELLED | 13>,O_CANCELLED,<O_CANCELLED | 121>,1.0,0.0,9,0.024792008000888606,0.9780261147388136,1
<A_CANCELLED | 14>,END,<END | 105>,1.0,0.0310294428193742,94,0.0310294428193742,1.0,1
<A_CANCELLED | 14>,W_Complete_preaccepted_appl,<W_Complete_preaccepted_appl | 105>,1.0,0.0,3,0.019707232735567584,0.6351489523872873,0
<A_CANCELLED | 16>,O_CANCELLED,<O_CANCELLED | 92>,1.0,0.0,1,0.0012862059104809637,0.24491866240370908,1
<A_CANCELLED | 1>,O_CANCELLED,<O_CANCELLED | 121>,0.8571428571428571,0.0,12,0.0242473005788327,0.9981778976111987,1
<A_CANCELLED | 1>,O_CANCELLED,<O_CANCELLED | 85>,0.1428571428571428,0.0,2,0.0242473005788327,0.9981778976111987,1
<A_CANCELLED | 20>,O_CANCELLED,<O_CANCELLED | 20>,1.0,0.0,1,0.11345425426760102,0.24491866240370908,1
<A_CANCELLED | 24>,END,<END | 80>,0.6,0.0305501198692428,3,0.023680292316404353,0.8482836399575129,0
<A_CANCELLED | 24>,END,<END | 91>,0.4,0.023963659686163,2,0.023680292316404353,0.8482836399575129,0
<A_CANCELLED | 24>,O_CANCELLED,<O_CANCELLED | 80>,1.0,0.0,123,0.029147257288205955,1.0,1
<A_CANCELLED | 25>,O_CANCELLED,<O_CANCELLED | 121>,1.0,0.0,4,0.019305668962559048,0.7615941559557649,1
<A_CANCELLED | 26>,O_CANCELLED,<O_CANCELLED | 121>,1.0,0.0,1,0.006208449187986411,0.24491866240370908,1
<A_CANCELLED | 2>,O_CANCELLED,<O_CANCELLED | 136>,1.0,0.0,141,0.02628388021384548,1.0,1
<A_CANCELLED | 2>,W_Call_after_offer,<W_Call_after_offer | 136>,1.0,0.0,1,0.0015766425285825712,0.24491866240370908,0
<A_CANCELLED | 31>,O_CANCELLED,<O_CANCELLED | 31>,0.5714285714285714,0.0,4,0.14567351969704811,0.9413755384972874,1
<A_CANCELLED | 31>,O_CANCELLED,<O_CANCELLED | 52>,0.1428571428571428,0.0,1,0.14567351969704811,0.9413755384972874,1
<A_CANCELLED | 31>,O_CANCELLED,<O_CANCELLED | 68>,0.1428571428571428,0.0,1,0.14567351969704811,0.9413755384972874,1
<A_CANCELLED | 31>,O_CANCELLED,<O_CANCELLED | 89>,0.1428571428571428,0.0,1,0.14567351969704811,0.9413755384972874,1
<A_CANCELLED | 31>,W_Call_after_offer,<W_Call_after_offer | 31>,1.0,0.0,1,0.0607063973229907,0.24491866240370908,0
<A_CANCELLED | 36>,O_CANCELLED,<O_CANCELLED | 36>,1.0,0.0,2,0.2254706351704146,0.4621171572600098,1
<A_CANCELLED | 37>,END,<END | 105>,0.3814432989690721,0.0310294428193742,74,0.03680514430379909,1.0,0
<A_CANCELLED | 37>,END,<END | 37>,0.6185567010309279,0.0403668268858611,120,0.03680514430379909,1.0,0
<A_CANCELLED | 37>,W_Complete_preaccepted_appl,<W_Complete_preaccepted_appl | 105>,0.5,0.0,3,0.17326430187696762,0.9051482536448664,1
<A_CANCELLED | 37>,W_Complete_preaccepted_appl,<W_Complete_preaccepted_appl | 37>,0.5,0.0,3,0.17326430187696762,0.9051482536448664,1
<A_CANCELLED | 39>,O_CANCELLED,<O_CANCELLED | 120>,1.0,0.0,4,0.01087143212095709,0.7615941559557649,1
<A_CANCELLED | 40>,O_CANCELLED,<O_CANCELLED | 85>,1.0,0.0,1,0.004395503482733202,0.24491866240370908,1
<A_CANCELLED | 43>,O_CANCELLED,<O_CANCELLED | 136>,0.3772241992882562,0.0,106,0.02543365232793302,1.0,1
<A_CANCELLED | 43>,O_CANCELLED,<O_CANCELLED | 89>,0.6227758007117438,0.0,175,0.02543365232793302,1.0,1
<A_CANCELLED | 43>,W_Call_after_offer,<W_Call_after_offer | 89>,1.0,0.0,3,0.01205379562860877,0.6351489523872873,0
<A_CANCELLED | 48>,END,<END | 48>,1.0,0.0407411224276392,44,0.040741122404909985,0.9999999994421064,1
<A_CANCELLED | 49>,O_CANCELLED,<O_CANCELLED | 120>,1.0,0.0,2,0.0065965255481472565,0.4621171572600098,1
<A_CANCELLED | 4>,O_CANCELLED,<O_CANCELLED | 4>,1.0,0.0,3,0.3069451638379757,0.6351489523872873,1
<A_CANCELLED | 50>,O_CANCELLED,<O_CANCELLED | 92>,1.0,0.0,2,0.0024268376005694057,0.4621171572600098,1
<A_CANCELLED | 51>,O_CANCELLED,<O_CANCELLED | 51>,1.0,0.0,7,0.4355004907074576,0.9413755384972874,1
<A_CANCELLED | 56>,END,<END | 56>,1.0,0.0404807527708344,266,0.0404807527708344,1.0,0
<A_CANCELLED | 56>,W_Complete_preaccepted_appl,<W_Complete_preaccepted_appl | 56>,1.0,0.0,6,0.31958913832501684,0.9051482536448664,1
<A_CANCELLED | 58>,END,<END | 17>,0.5256410256410257,0.0261198672023346,41,0.025181492613677296,1.0,1
<A_CANCELLED | 58>,END,<END | 80>,0.0128205128205128,0.0305501198692428,1,0.025181492613677296,1.0,1
<A_CANCELLED | 58>,END,<END | 91>,0.4615384615384615,0.023963659686163,36,0.025181492613677296,1.0,1
<A_CANCELLED | 5>,O_CANCELLED,<O_CANCELLED | 85>,1.0,0.0,2,0.008293518975777235,0.4621171572600098,1
<A_CANCELLED | 60>,O_CANCELLED,<O_CANCELLED | 60>,1.0,0.0,1,0.0005997496754224679,0.24491866240370908,1
<A_CANCELLED | 62>,END,<END | 121>,1.0,0.029334827795196,1,0.007184646785442551,0.24491866240370908,0
<A_CANCELLED | 62>,O_CANCELLED,<O_CANCELLED | 121>,1.0,0.0,3,0.016100406392059226,0.6351489523872873,1
<A_CANCELLED | 63>,O_CANCELLED,<O_CANCELLED | 85>,1.0,0.0,6,0.016244504449921548,0.9051482536448664,1
<A_CANCELLED | 64>,O_CANCELLED,<O_CANCELLED | 136>,1.0,0.0,309,0.02628388021384548,1.0,1
<A_CANCELLED | 65>,O_CANCELLED,<O_CANCELLED | 121>,1.0,0.0,6,0.02294462531028295,0.9051482536448664,1
<A_CANCELLED | 67>,END,<END | 52>,1.0,0.0246458030920519,6,0.022308105628446026,0.9051482536448664,1
<A_CANCELLED | 67>,O_CANCELLED,<O_CANCELLED | 52>,0.6666666666666666,0.0,4,0.02026485212807409,0.9051482536448664,0
<A_CANCELLED | 67>,O_CANCELLED,<O_CANCELLED | 68>,0.3333333333333333,0.0,2,0.02026485212807409,0.9051482536448664,0
<A_CANCELLED | 6>,END,<END | 68>,1.0,0.0254277181245623,15,0.025399606325832352,0.9988944427261528,1
<A_CANCELLED | 6>,O_CANCELLED,<O_CANCELLED | 122>,0.1111111111111111,0.0,3,0.025311520037396236,0.9999972580855863,0
<A_CANCELLED | 6>,O_CANCELLED,<O_CANCELLED | 68>,0.8888888888888888,0.0,24,0.025311520037396236,0.9999972580855863,0
<A_CANCELLED | 74>,O_CANCELLED,<O_CANCELLED | 136>,0.3818181818181818,0.0,21,0.025439924138773697,0.99999999999772,1
<A_CANCELLED | 74>,O_CANCELLED,<O_CANCELLED | 89>,0.6181818181818182,0.0,34,0.025439924138773697,0.99999999999772,1
<A_CANCELLED | 76>,END,<END | 52>,1.0,0.0246458030920519,1,0.006036217127170549,0.24491866240370908,0
<A_CANCELLED | 76>,O_CANCELLED,<O_CANCELLED | 52>,0.6666666666666666,0.0,4,0.02026485212807409,0.9051482536448664,1
<A_CANCELLED | 76>,O_CANCELLED,<O_CANCELLED | 68>,0.3333333333333333,0.0,2,0.02026485212807409,0.9051482536448664,1
<A_CANCELLED | 77>,O_CANCELLED,<O_CANCELLED | 120>,0.2857142857142857,0.0,2,0.08486538358496712,0.9413755384972874,1
<A_CANCELLED | 77>,O_CANCELLED,<O_CANCELLED | 121>,0.4285714285714285,0.0,3,0.08486538358496712,0.9413755384972874,1
<A_CANCELLED | 77>,O_CANCELLED,<O_CANCELLED | 77>,0.2857142857142857,0.0,2,0.08486538358496712,0.9413755384972874,1
<A_CANCELLED | 78>,END,<END | 78>,1.0,0.0408730178327933,1,0.010010564856010682,0.24491866240370908,1
<A_CANCELLED | 81>,O_CANCELLED,<O_CANCELLED | 85>,1.0,0.0,6,0.016244504449921548,0.9051482536448664,1
<A_CANCELLED | 87>,END,<END | 122>,0.3604651162790697,0.0248450767621351,31,0.02429840373027386,1.0,0
<A_CANCELLED | 87>,END,<END | 68>,0.0116279069767441,0.0254277181245623,1,0.02429840373027386,1.0,0
<A_CANCELLED | 87>,END,<END | 91>,0.627906976744186,0.023963659686163,54,0.02429840373027386,1.0,0
<A_CANCELLED | 87>,O_CANCELLED,<O_CANCELLED | 122>,0.5466666666666666,0.0,41,0.02616367101336516,0.9999999999999999,1
<A_CANCELLED | 87>,O_CANCELLED,<O_CANCELLED | 68>,0.04,0.0,3,0.02616367101336516,0.9999999999999999,1
<A_CANCELLED | 87>,O_CANCELLED,<O_CANCELLED | 80>,0.3466666666666667,0.0,26,0.02616367101336516,0.9999999999999999,1
<A_CANCELLED | 87>,O_CANCELLED,<O_CANCELLED | 91>,0.0666666666666666,0.0,5,0.02616367101336516,0.9999999999999999,1
<A_CANCELLED | 8>,END,<END | 122>,1.0,0.0248450767621351,2,0.011481336245224601,0.4621171572600098,0
<A_CANCELLED | 8>,O_CANCELLED,<O_CANCELLED | 122>,0.75,0.0,12,0.026010349061536212,0.999329299739067,1
<A_CANCELLED | 8>,O_CANCELLED,<O_CANCELLED | 80>,0.25,0.0,4,0.026010349061536212,0.999329299739067,1
<A_CANCELLED | 93>,O_CANCELLED,<O_CANCELLED | 89>,0.8518518518518519,0.0,23,0.07392212704139184,0.9999972580855863,1
<A_CANCELLED | 93>,O_CANCELLED,<O_CANCELLED | 93>,0.1481481481481481,0.0,4,0.07392212704139184,0.9999972580855863,1
<A_CANCELLED | 93>,W_Call_after_offer,<W_Call_after_offer | 89>,1.0,0.0,1,0.0046480427798082985,0.24491866240370908,0
<A_CANCELLED | 97>,O_CANCELLED,<O_CANCELLED | 121>,1.0,0.0,1,0.006208449187986411,0.24491866240370908,1
<A_CANCELLED | 98>,O_CANCELLED,<O_CANCELLED | 85>,1.0,0.0,4,0.0136681693917422,0.7615941559557649,1
<A_DECLINED | 0>,END,<END | 0>,1.0,0.040135950637821,458,0.040135950637821,1.0,1
<A_DECLINED | 124>,END,<END | 124>,1.0,0.0408219594383809,2,0.018864527849448007,0.4621171572600098,1
<A_DECLINED | 131>,END,<END | 131>,0.868421052631579,0.0406856176817887,33,0.040647316859886914,0.9999999887944072,1
<A_DECLINED | 131>,END,<END | 14>,0.131578947368421,0.0403945348969625,5,0.040647316859886914,0.9999999887944072,1
<A_DECLINED | 14>,END,<END | 14>,1.0,0.0403945348969625,13,0.04027325577884957,0.996997635486526,1
<A_DECLINED | 37>,END,<END | 37>,1.0,0.0403668268858611,110,0.0403668268858611,1.0,1
<A_DECLINED | 45>,END,<END | 42>,0.0157336260519575,0.0365693163455213,43,0.040098621226064085,1.0,1
<A_DECLINED | 45>,END,<END | 45>,0.9842663739480424,0.0401550376237828,2690,0.040098621226064085,1.0,1
<A_DECLINED | 48>,END,<END | 48>,1.0,0.0407411224276392,21,0.040738878757713544,0.9999449286177708,1
<A_DECLINED | 56>,END,<END | 56>,1.0,0.0404807527708344,258,0.0404807527708344,1.0,1
<A_DECLINED | 78>,END,<END | 42>,1.0,0.0365693163455213,1851,0.0365693163455213,1.0,1
<A_FINALIZED | 124>,O_CREATED,<O_CREATED | 127>,0.0031948881789137,0.0,1,0.35317433686304117,1.0,1
<A_FINALIZED | 124>,O_CREATED,<O_CREATED | 59>,0.9968051118210862,0.0,312,0.35317433686304117,1.0,1
<A_FINALIZED | 35>,O_CREATED,<O_CREATED | 28>,0.9881433575855564,0.0,3667,0.3553853753259233,1.0,1
<A_FINALIZED | 35>,O_CREATED,<O_CREATED | 59>,0.0118566424144435,0.0,44,0.3553853753259233,1.0,1
<A_PARTLYSUBMITTED | 99>,A_DECLINED,<A_DECLINED | 45>,1.0,0.0,2690,0.040098621226064085,1.0,0
<A_PARTLYSUBMITTED | 99>,A_PREACCEPTED,<A_PREACCEPTED | 45>,1.0,0.0,3820,0.3515819070290449,1.0,1
<A_PARTLYSUBMITTED | 99>,W_Assess_fraud,<W_Assess_fraud | 45>,1.0,0.0,54,0.34248375325523117,0.9999999999962409,0
<A_PARTLYSUBMITTED | 99>,W_Fix_incomplete_submission,<W_Fix_incomplete_submission | 45>,1.0,0.0,3905,0.3452946597480275,1.0,0
<A_PREACCEPTED | 45>,W_Complete_preaccepted_appl,<A_CANCELLED | 56>,0.0298429319371727,0.0,114,0.3515820013219926,1.0,1
<A_PREACCEPTED | 45>,W_Complete_preaccepted_appl,<W_Complete_preaccepted_appl | 86>,0.9701570680628272,0.0,3706,0.3515820013219926,1.0,1
<A_PREACCEPTED | 78>,W_Complete_preaccepted_appl,<A_CANCELLED | 0>,0.0232558139534883,0.0,48,0.34529485411111727,1.0,1
<A_PREACCEPTED | 78>,W_Complete_preaccepted_appl,<W_Complete_preaccepted_appl | 0>,0.0077519379844961,0.0,16,0.34529485411111727,1.0,1
<A_PREACCEPTED | 78>,W_Complete_preaccepted_appl,<W_Complete_preaccepted_appl | 86>,0.9689922480620154,0.0,2000,0.34529485411111727,1.0,1
<A_REGISTERED | 107>,A_ACTIVATED,<A_ACTIVATED | 112>,0.7627118644067796,0.0,180,0.43270175354401624,1.0,1
<A_REGISTERED | 107>,A_ACTIVATED,<A_ACTIVATED | 22>,0.2161016949152542,0.0,51,0.43270175354401624,1.0,1
<A_REGISTERED | 107>,A_ACTIVATED,<A_ACTIVATED | 9>,0.0211864406779661,0.0,5,0.43270175354401624,1.0,1
<A_REGISTERED | 111>,A_ACTIVATED,<A_ACTIVATED | 111>,1.0,0.0,22,0.37959129378435646,0.9999665971563038,1
<A_REGISTERED | 125>,A_ACTIVATED,<A_ACTIVATED | 139>,0.0821917808219178,0.0,6,0.45679959475182197,0.9999999999999997,1
<A_REGISTERED | 125>,A_ACTIVATED,<A_ACTIVATED | 22>,0.8767123287671232,0.0,64,0.45679959475182197,0.9999999999999997,1
<A_REGISTERED | 125>,A_ACTIVATED,<A_ACTIVATED | 79>,0.0410958904109589,0.0,3,0.45679959475182197,0.9999999999999997,1
