s,a,s',p_r,reward,number_occurrences,q,scale_factor,policy
<>,START,<START>,1.0,0.0,10469,0.2806515345246272,1,1
<A_ACCEPTED | 0>,A_DECLINED,<A_DECLINED | 48>,1.0,0.0,10,0.0,0,0
<A_ACTIVATED | 79>,END,<END | 21>,0.0068027210884353,0.3783272303662034,1,0.5343387749735757,1,1
<A_ACTIVATED | 79>,END,<END | 27>,0.0476190476190476,0.6528943927365275,7,0.5343387749735757,1,1
<A_ACTIVATED | 79>,END,<END | 83>,0.0068027210884353,0.4489544324666613,1,0.5343387749735757,1,1
<A_ACTIVATED | 9>,END,<END | 101>,0.9346733668341708,0.4882722350195552,186,0.48969176030077555,1,1
<A_ACTIVATED | 9>,END,<END | 135>,0.0351758793969849,0.5300743297762837,7,0.48969176030077555,1,1
<A_ACTIVATED | 9>,END,<END | 33>,0.0251256281407035,0.494109969063286,5,0.48969176030077555,1,1
<A_ACTIVATED | 9>,END,<END | 83>,0.0050251256281407,0.4489544324666613,1,0.48969176030077555,1,1
<A_ACTIVATED | 9>,W_Call_missing_information,<W_Call_missing_information | 88>,1.0,0.0,1,0.0,0,0
<A_APPROVED | 108>,A_REGISTERED,<A_REGISTERED | 46>,0.9591836734693876,0.0,141,0.5110211175230722,1,1
<A_APPROVED | 108>,A_REGISTERED,<A_REGISTERED | 70>,0.0408163265306122,0.0,6,0.5110211175230722,1,1
<A_APPROVED | 119>,A_REGISTERED,<A_REGISTERED | 125>,0.6944444444444444,0.0,25,0.0,0,1
<A_APPROVED | 119>,A_REGISTERED,<A_REGISTERED | 139>,0.1944444444444444,0.0,7,0.0,0,1
<A_APPROVED | 119>,A_REGISTERED,<A_REGISTERED | 70>,0.1111111111111111,0.0,4,0.0,0,1
<A_APPROVED | 134>,A_REGISTERED,<A_REGISTERED | 30>,1.0,0.0,1,0.0,0,1
<A_APPROVED | 18>,A_REGISTERED,<A_REGISTERED | 107>,0.0346534653465346,0.0,7,0.4863670356269214,1,1
<A_APPROVED | 18>,A_REGISTERED,<A_REGISTERED | 125>,0.0198019801980198,0.0,4,0.4863670356269214,1,1
<A_APPROVED | 18>,A_REGISTERED,<A_REGISTERED | 30>,0.9405940594059404,0.0,190,0.4863670356269214,1,1
<A_APPROVED | 18>,A_REGISTERED,<A_REGISTERED | 46>,0.0049504950495049,0.0,1,0.4863670356269214,1,1
<A_APPROVED | 29>,A_REGISTERED,<A_REGISTERED | 41>,0.9696969696969696,0.0,608,0.47192718075688095,1,1
<A_APPROVED | 29>,A_REGISTERED,<A_REGISTERED | 96>,0.0303030303030303,0.0,19,0.47192718075688095,1,1
<A_APPROVED | 36>,A_ACTIVATED,<A_ACTIVATED | 36>,1.0,0.0,1,0.0,0,1
<A_APPROVED | 44>,A_REGISTERED,<A_REGISTERED | 70>,1.0,0.0,35,0.0,0,1
<A_APPROVED | 47>,A_REGISTERED,<A_REGISTERED | 107>,0.7910447761194029,0.0,159,0.4314893503571982,1,1
<A_APPROVED | 47>,A_REGISTERED,<A_REGISTERED | 125>,0.2039800995024875,0.0,41,0.4314893503571982,1,1
<A_APPROVED | 47>,A_REGISTERED,<A_REGISTERED | 30>,0.0049751243781094,0.0,1,0.4314893503571982,1,1
<A_APPROVED | 51>,A_REGISTERED,<A_REGISTERED | 51>,1.0,0.0,1,0.0,0,1
<A_APPROVED | 55>,A_REGISTERED,<A_REGISTERED | 125>,1.0,0.0,3,0.0,0,1
<A_APPROVED | 71>,A_REGISTERED,<A_REGISTERED | 107>,0.1758793969849246,0.0,70,0.42563883556299337,1,1
<A_APPROVED | 71>,A_REGISTERED,<A_REGISTERED | 94>,0.8241206030150754,0.0,328,0.42563883556299337,1,1
<A_APPROVED | 82>,A_REGISTERED,<A_REGISTERED | 111>,0.0390243902439024,0.0,8,0.39802102410579004,1,1
<A_APPROVED | 82>,A_REGISTERED,<A_REGISTERED | 41>,0.024390243902439,0.0,5,0.39802102410579004,1,1
<A_APPROVED | 82>,A_REGISTERED,<A_REGISTERED | 96>,0.9365853658536586,0.0,192,0.39802102410579004,1,1
<A_APPROVED | 90>,A_REGISTERED,<A_REGISTERED | 111>,1.0,0.0,14,0.0,0,1
<A_CANCELLED | 0>,END,<END | 0>,1.0,0.040135950637821,127,0.040135950637821,1,1
<A_CANCELLED | 102>,O_CANCELLED,<O_CANCELLED | 85>,1.0,0.0,4,0.0,0,1
<A_CANCELLED | 10>,O_CANCELLED,<O_CANCELLED | 121>,1.0,0.0,14,0.0,0,1
<A_CANCELLED | 110>,O_CANCELLED,<O_CANCELLED | 17>,1.0,0.0,3,0.0,0,1
<A_CANCELLED | 114>,END,<END | 80>,1.0,0.0305501198692428,8,0.0,0,1
<A_CANCELLED | 114>,O_CANCELLED,<O_CANCELLED | 80>,1.0,0.0,16,0.0,0,1
<A_CANCELLED | 116>,O_CANCELLED,<O_CANCELLED | 116>,1.0,0.0,1,0.0,0,1
<A_CANCELLED | 117>,O_CANCELLED,<O_CANCELLED | 117>,0.6153846153846154,0.0,8,0.0,0,1
<A_CANCELLED | 117>,O_CANCELLED,<O_CANCELLED | 121>,0.3846153846153846,0.0,5,0.0,0,1
<A_CANCELLED | 11>,O_CANCELLED,<O_CANCELLED | 120>,1.0,0.0,5,0.0,0,1
<A_CANCELLED | 123>,END,<END | 92>,1.0,0.0082682392698639,1,0.0,0,1
<A_CANCELLED | 124>,END,<END | 105>,1.0,0.0310294428193743,7,0.0,0,1
<A_CANCELLED | 126>,O_CANCELLED,<O_CANCELLED | 120>,1.0,0.0,1,0.0,0,1
<A_CANCELLED | 128>,O_CANCELLED,<O_CANCELLED | 128>,1.0,0.0,1,0.0,0,1
<A_CANCELLED | 130>,O_CANCELLED,<O_CANCELLED | 121>,1.0,0.0,2,0.0,0,1
<A_CANCELLED | 131>,END,<END | 105>,1.0,0.0310294428193743,198,0.0310294428193743,1,1
<A_CANCELLED | 131>,W_Complete_preaccepted_appl,<W_Complete_preaccepted_appl | 105>,1.0,0.0,15,0.0,0,0
<A_CANCELLED | 134>,O_CANCELLED,<O_CANCELLED | 85>,1.0,0.0,3,0.0,0,1
<A_CANCELLED | 138>,END,<END | 122>,1.0,0.0248450767621351,20,0.0,0,1
<A_CANCELLED | 138>,O_CANCELLED,<O_CANCELLED | 122>,0.6666666666666666,0.0,4,0.0,0,1
<A_CANCELLED | 138>,O_CANCELLED,<O_CANCELLED | 68>,0.1666666666666666,0.0,1,0.0,0,1
<A_CANCELLED | 138>,O_CANCELLED,<O_CANCELLED | 80>,0.1666666666666666,0.0,1,0.0,0,1
<A_CANCELLED | 13>,O_CANCELLED,<O_CANCELLED | 121>,1.0,0.0,9,0.0,0,1
<A_CANCELLED | 14>,END,<END | 105>,1.0,0.0310294428193742,94,0.0310294428193742,1,1
<A_CANCELLED | 14>,W_Complete_preaccepted_appl,<W_Complete_preaccepted_appl | 105>,1.0,0.0,3,0.0,0,0
<A_CANCELLED | 16>,O_CANCELLED,<O_CANCELLED | 92>,1.0,0.0,1,0.0,0,1
<A_CANCELLED | 1>,O_CANCELLED,<O_CANCELLED | 121>,0.8571428571428571,0.0,12,0.0,0,1
<A_CANCELLED | 1>,O_CANCELLED,<O_CANCELLED | 85>,0.1428571428571428,0.0,2,0.0,0,1
<A_CANCELLED | 20>,O_CANCELLED,<O_CANCELLED | 20>,1.0,0.0,1,0.0,0,1
<A_CANCELLED | 24>,END,<END | 80>,0.6,0.0305501198692428,3,0.0,0,0
<A_CANCELLED | 24>,END,<END | 91>,0.4,0.023963659686163,2,0.0,0,0
<A_CANCELLED | 24>,O_CANCELLED,<O_CANCELLED | 80>,1.0,0.0,123,0.029147257288205955,1,1
<A_CANCELLED | 25>,O_CANCELLED,<O_CANCELLED | 121>,1.0,0.0,4,0.0,0,1
<A_CANCELLED | 26>,O_CANCELLED,<O_CANCELLED | 121>,1.0,0.0,1,0.0,0,1
<A_CANCELLED | 2>,O_CANCELLED,<O_CANCELLED | 136>,1.0,0.0,141,0.02628388021384548,1,1
<A_CANCELLED | 2>,W_Call_after_offer,<W_Call_after_offer | 136>,1.0,0.0,1,0.0,0,0
<A_CANCELLED | 31>,O_CANCELLED,<O_CANCELLED | 31>,0.5714285714285714,0.0,4,0.0,0,1
<A_CANCELLED | 31>,O_CANCELLED,<O_CANCELLED | 52>,0.1428571428571428,0.0,1,0.0,0,1
<A_CANCELLED | 31>,O_CANCELLED,<O_CANCELLED | 68>,0.1428571428571428,0.0,1,0.0,0,1
<A_CANCELLED | 31>,O_CANCELLED,<O_CANCELLED | 89>,0.1428571428571428,0.0,1,0.0,0,1
<A_CANCELLED | 31>,W_Call_after_offer,<W_Call_after_offer | 31>,1.0,0.0,1,0.0,0,1
<A_CANCELLED | 36>,O_CANCELLED,<O_CANCELLED | 36>,1.0,0.0,2,0.0,0,1
<A_CANCELLED | 37>,END,<END | 105>,0.3814432989690721,0.0310294428193742,74,0.03680514430379909,1,1
<A_CANCELLED | 37>,END,<END | 37>,0.6185567010309279,0.0403668268858611,120,0.03680514430379909,1,1
<A_CANCELLED | 37>,W_Complete_preaccepted_appl,<W_Complete_preaccepted_appl | 105>,0.5,0.0,3,0.0,0,0
<A_CANCELLED | 37>,W_Complete_preaccepted_appl,<W_Complete_preaccepted_appl | 37>,0.5,0.0,3,0.0,0,0
<A_CANCELLED | 39>,O_CANCELLED,<O_CANCELLED | 120>,1.0,0.0,4,0.0,0,1
<A_CANCELLED | 40>,O_CANCELLED,<O_CANCELLED | 85>,1.0,0.0,1,0.0,0,1
<A_CANCELLED | 43>,O_CANCELLED,<O_CANCELLED | 136>,0.3772241992882562,0.0,106,0.02543365232793302,1,1
<A_CANCELLED | 43>,O_CANCELLED,<O_CANCELLED | 89>,0.6227758007117438,0.0,175,0.02543365232793302,1,1
<A_CANCELLED | 43>,W_Call_after_offer,<W_Call_after_offer | 89>,1.0,0.0,3,0.0,0,0
<A_CANCELLED | 48>,END,<END | 48>,1.0,0.0407411224276392,44,0.0,0,1
<A_CANCELLED | 49>,O_CANCELLED,<O_CANCELLED | 120>,1.0,0.0,2,0.0,0,1
<A_CANCELLED | 4>,O_CANCELLED,<O_CANCELLED | 4>,1.0,0.0,3,0.0,0,1
<A_CANCELLED | 50>,O_CANCELLED,<O_CANCELLED | 92>,1.0,0.0,2,0.0,0,1
<A_CANCELLED | 51>,O_CANCELLED,<O_CANCELLED | 51>,1.0,0.0,7,0.0,0,1
<A_CANCELLED | 56>,END,<END | 56>,1.0,0.0404807527708344,266,0.0404807527708344,1,1
<A_CANCELLED | 56>,W_Complete_preaccepted_appl,<W_Complete_preaccepted_appl | 56>,1.0,0.0,6,0.0,0,0
<A_CANCELLED | 58>,END,<END | 17>,0.5256410256410257,0.0261198672023346,41,0.025181492613677296,1,1
<A_CANCELLED | 58>,END,<END | 80>,0.0128205128205128,0.0305501198692428,1,0.025181492613677296,1,1
<A_CANCELLED | 58>,END,<END | 91>,0.4615384615384615,0.023963659686163,36,0.025181492613677296,1,1
<A_CANCELLED | 5>,O_CANCELLED,<O_CANCELLED | 85>,1.0,0.0,2,0.0,0,1
<A_CANCELLED | 60>,O_CANCELLED,<O_CANCELLED | 60>,1.0,0.0,1,0.0,0,1
<A_CANCELLED | 62>,END,<END | 121>,1.0,0.029334827795196,1,0.0,0,1
<A_CANCELLED | 62>,O_CANCELLED,<O_CANCELLED | 121>,1.0,0.0,3,0.0,0,1
<A_CANCELLED | 63>,O_CANCELLED,<O_CANCELLED | 85>,1.0,0.0,6,0.0,0,1
<A_CANCELLED | 64>,O_CANCELLED,<O_CANCELLED | 136>,1.0,0.0,309,0.02628388021384548,1,1
<A_CANCELLED | 65>,O_CANCELLED,<O_CANCELLED | 121>,1.0,0.0,6,0.0,0,1
<A_CANCELLED | 67>,END,<END | 52>,1.0,0.0246458030920519,6,0.0,0,1
<A_CANCELLED | 67>,O_CANCELLED,<O_CANCELLED | 52>,0.6666666666666666,0.0,4,0.0,0,1
<A_CANCELLED | 67>,O_CANCELLED,<O_CANCELLED | 68>,0.3333333333333333,0.0,2,0.0,0,1
<A_CANCELLED | 6>,END,<END | 68>,1.0,0.0254277181245623,15,0.0,0,1
<A_CANCELLED | 6>,O_CANCELLED,<O_CANCELLED | 122>,0.1111111111111111,0.0,3,0.0,0,1
<A_CANCELLED | 6>,O_CANCELLED,<O_CANCELLED | 68>,0.8888888888888888,0.0,24,0.0,0,1
<A_CANCELLED | 74>,O_CANCELLED,<O_CANCELLED | 136>,0.3818181818181818,0.0,21,0.0,0,1
<A_CANCELLED | 74>,O_CANCELLED,<O_CANCELLED | 89>,0.6181818181818182,0.0,34,0.0,0,1
<A_CANCELLED | 76>,END,<END | 52>,1.0,0.0246458030920519,1,0.0,0,1
<A_CANCELLED | 76>,O_CANCELLED,<O_CANCELLED | 52>,0.6666666666666666,0.0,4,0.0,0,1
<A_CANCELLED | 76>,O_CANCELLED,<O_CANCELLED | 68>,0.3333333333333333,0.0,2,0.0,0,1
<A_CANCELLED | 77>,O_CANCELLED,<O_CANCELLED | 120>,0.2857142857142857,0.0,2,0.0,0,1
<A_CANCELLED | 77>,O_CANCELLED,<O_CANCELLED | 121>,0.4285714285714285,0.0,3,0.0,0,1
<A_CANCELLED | 77>,O_CANCELLED,<O_CANCELLED | 77>,0.2857142857142857,0.0,2,0.0,0,1
<A_CANCELLED | 78>,END,<END | 78>,1.0,0.0408730178327933,1,0.0,0,1
<A_CANCELLED | 81>,O_CANCELLED,<O_CANCELLED | 85>,1.0,0.0,6,0.0,0,1
<A_CANCELLED | 87>,END,<END | 122>,0.3604651162790697,0.0248450767621351,31,0.02429840373027386,1,1
<A_CANCELLED | 87>,END,<END | 68>,0.0116279069767441,0.0254277181245623,1,0.02429840373027386,1,1
<A_CANCELLED | 87>,END,<END | 91>,0.627906976744186,0.023963659686163,54,0.02429840373027386,1,1
<A_CANCELLED | 87>,O_CANCELLED,<O_CANCELLED | 122>,0.5466666666666666,0.0,41,0.010104382526578064,1,0
<A_CANCELLED | 87>,O_CANCELLED,<O_CANCELLED | 68>,0.04,0.0,3,0.010104382526578064,1,0
<A_CANCELLED | 87>,O_CANCELLED,<O_CANCELLED | 80>,0.3466666666666667,0.0,26,0.010104382526578064,1,0
<A_CANCELLED | 87>,O_CANCELLED,<O_CANCELLED | 91>,0.0666666666666666,0.0,5,0.010104382526578064,1,0
<A_CANCELLED | 8>,END,<END | 122>,1.0,0.0248450767621351,2,0.0,0,1
<A_CANCELLED | 8>,O_CANCELLED,<O_CANCELLED | 122>,0.75,0.0,12,0.0,0,1
<A_CANCELLED | 8>,O_CANCELLED,<O_CANCELLED | 80>,0.25,0.0,4,0.0,0,1
<A_CANCELLED | 93>,O_CANCELLED,<O_CANCELLED | 89>,0.8518518518518519,0.0,23,0.0,0,1
<A_CANCELLED | 93>,O_CANCELLED,<O_CANCELLED | 93>,0.1481481481481481,0.0,4,0.0,0,1
<A_CANCELLED | 93>,W_Call_after_offer,<W_Call_after_offer | 89>,1.0,0.0,1,0.0,0,1
<A_CANCELLED | 97>,O_CANCELLED,<O_CANCELLED | 121>,1.0,0.0,1,0.0,0,1
<A_CANCELLED | 98>,O_CANCELLED,<O_CANCELLED | 85>,1.0,0.0,4,0.0,0,1
<A_DECLINED | 0>,END,<END | 0>,1.0,0.040135950637821,458,0.040135950637821,1,1
<A_DECLINED | 124>,END,<END | 124>,1.0,0.0408219594383809,2,0.0,0,1
<A_DECLINED | 131>,END,<END | 131>,0.868421052631579,0.0406856176817887,33,0.0,0,1
<A_DECLINED | 131>,END,<END | 14>,0.131578947368421,0.0403945348969625,5,0.0,0,1
<A_DECLINED | 14>,END,<END | 14>,1.0,0.0403945348969625,13,0.0,0,1
<A_DECLINED | 37>,END,<END | 37>,1.0,0.0403668268858611,110,0.0403668268858611,1,1
<A_DECLINED | 45>,END,<END | 42>,0.0157336260519575,0.0365693163455213,43,0.040098621226064085,1,1
<A_DECLINED | 45>,END,<END | 45>,0.9842663739480424,0.0401550376237828,2690,0.040098621226064085,1,1
<A_DECLINED | 48>,END,<END | 48>,1.0,0.0407411224276392,21,0.0,0,1
<A_DECLINED | 56>,END,<END | 56>,1.0,0.0404807527708344,258,0.0404807527708344,1,1
<A_DECLINED | 78>,END,<END | 42>,1.0,0.0365693163455213,1851,0.0365693163455213,1,1
<A_FINALIZED | 124>,O_CREATED,<O_CREATED | 127>,0.0031948881789137,0.0,1,0.17090117718304038,1,1
<A_FINALIZED | 124>,O_CREATED,<O_CREATED | 59>,0.9968051118210862,0.0,312,0.17090117718304038,1,1
<A_FINALIZED | 35>,O_CREATED,<O_CREATED | 28>,0.9881433575855564,0.0,3667,0.2930209628359491,1,1
<A_FINALIZED | 35>,O_CREATED,<O_CREATED | 59>,0.0118566424144435,0.0,44,0.2930209628359491,1,1
<A_PARTLYSUBMITTED | 99>,A_DECLINED,<A_DECLINED | 45>,1.0,0.0,2690,0.040098621226064085,1,0
<A_PARTLYSUBMITTED | 99>,A_PREACCEPTED,<A_PREACCEPTED | 45>,1.0,0.0,3820,0.27907683932371,1,0
<A_PARTLYSUBMITTED | 99>,W_Assess_fraud,<W_Assess_fraud | 45>,1.0,0.0,54,0.0,0,0
<A_PARTLYSUBMITTED | 99>,W_Fix_incomplete_submission,<W_Fix_incomplete_submission | 45>,1.0,0.0,3905,0.28066730489344754,1,1
<A_PREACCEPTED | 45>,W_Complete_preaccepted_appl,<A_CANCELLED | 56>,0.0298429319371727,0.0,114,0.279079866521096,1,1
<A_PREACCEPTED | 45>,W_Complete_preaccepted_appl,<W_Complete_preaccepted_appl | 86>,0.9701570680628272,0.0,3706,0.279079866521096,1,1
<A_PREACCEPTED | 78>,W_Complete_preaccepted_appl,<A_CANCELLED | 0>,0.0232558139534883,0.0,48,0.28067399501929785,1,1
<A_PREACCEPTED | 78>,W_Complete_preaccepted_appl,<W_Complete_preaccepted_appl | 0>,0.0077519379844961,0.0,16,0.28067399501929785,1,1
<A_PREACCEPTED | 78>,W_Complete_preaccepted_appl,<W_Complete_preaccepted_appl | 86>,0.9689922480620154,0.0,2000,0.28067399501929785,1,1
<A_REGISTERED | 107>,A_ACTIVATED,<A_ACTIVATED | 112>,0.7627118644067796,0.0,180,0.43270175354401624,1,1
<A_REGISTERED | 107>,A_ACTIVATED,<A_ACTIVATED | 22>,0.2161016949152542,0.0,51,0.43270175354401624,1,1
<A_REGISTERED | 107>,A_ACTIVATED,<A_ACTIVATED | 9>,0.0211864406779661,0.0,5,0.43270175354401624,1,1
<A_REGISTERED | 111>,A_ACTIVATED,<A_ACTIVATED | 111>,1.0,0.0,22,0.0,0,1
<A_REGISTERED | 125>,A_ACTIVATED,<A_ACTIVATED | 139>,0.0821917808219178,0.0,6,0.42537552701667525,1,1
<A_REGISTERED | 125>,A_ACTIVATED,<A_ACTIVATED | 22>,0.8767123287671232,0.0,64,0.42537552701667525,1,1
<A_REGISTERED | 125>,A_ACTIVATED,<A_ACTIVATED | 79>,0.0410958904109589,0.0,3,0.42537552701667525,1,1
<A_REGISTERED | 139>,A_ACTIVATED,<A_ACTIVATED | 139>,1.0,0.0,7,0.0,0,1
<A_REGISTERED | 30>,A_ACTIVATED,<A_ACTIVATED | 22>,0.0104166666666666,0.0,2,0.48938400061458526,1,1
<A_REGISTERED | 30>,A_ACTIVATED,<A_ACTIVATED | 9>,0.9895833333333334,0.0,190,0.48938400061458526,1,1
<A_REGISTERED | 36>,END,<END | 3>,1.0,0.3944514530204068,1,0.0,0,1
<A_REGISTERED | 41>,A_ACTIVATED,<A_ACTIVATED | 12>,0.9738988580750408,0.0,597,0.4737801445404644,1,1
<A_REGISTERED | 41>,A_ACTIVATED,<A_ACTIVATED | 72>,0.0261011419249592,0.0,16,0.4737801445404644,1,1
<A_REGISTERED | 46>,A_ACTIVATED,<A_ACTIVATED | 79>,0.9647887323943662,0.0,137,0.5327666969921392,1,1
<A_REGISTERED | 46>,A_ACTIVATED,<A_ACTIVATED | 9>,0.0352112676056338,0.0,5,0.5327666969921392,1,1
<A_REGISTERED | 51>,A_ACTIVATED,<A_ACTIVATED | 12>,1.0,0.0,1,0.0,0,1
<A_REGISTERED | 70>,A_ACTIVATED,<A_ACTIVATED | 139>,0.0888888888888888,0.0,4,0.0,0,1
<A_REGISTERED | 70>,A_ACTIVATED,<A_ACTIVATED | 69>,0.7555555555555555,0.0,34,0.0,0,1
<A_REGISTERED | 70>,A_ACTIVATED,<A_ACTIVATED | 79>,0.1555555555555555,0.0,7,0.0,0,1
<A_REGISTERED | 94>,A_ACTIVATED,<A_ACTIVATED | 112>,0.9847560975609756,0.0,323,0.42413150550606776,1,1
<A_REGISTERED | 94>,A_ACTIVATED,<A_ACTIVATED | 12>,0.0152439024390243,0.0,5,0.42413150550606776,1,1
<A_REGISTERED | 96>,A_ACTIVATED,<A_ACTIVATED | 111>,0.0284360189573459,0.0,6,0.41263233968221164,1,1
<A_REGISTERED | 96>,A_ACTIVATED,<A_ACTIVATED | 72>,0.971563981042654,0.0,205,0.41263233968221164,1,1
<A_SUBMITTED | 7>,A_PARTLYSUBMITTED,<A_PARTLYSUBMITTED | 99>,1.0,0.0,10469,0.28066295192153806,1,1
<O_ACCEPTED | 102>,A_APPROVED,<A_APPROVED | 108>,0.391304347826087,0.0,9,0.0,0,1
<O_ACCEPTED | 102>,A_APPROVED,<A_APPROVED | 18>,0.6086956521739131,0.0,14,0.0,0,1
<O_ACCEPTED | 109>,A_APPROVED,<A_APPROVED | 119>,1.0,0.0,5,0.0,0,1
<O_ACCEPTED | 10>,A_APPROVED,<A_APPROVED | 71>,1.0,0.0,19,0.0,0,1
<O_ACCEPTED | 116>,A_APPROVED,<A_APPROVED | 82>,1.0,0.0,69,0.39802102410579004,1,1
<O_ACCEPTED | 117>,A_APPROVED,<A_APPROVED | 71>,1.0,0.0,196,0.42563883556299337,1,1
<O_ACCEPTED | 11>,A_APPROVED,<A_APPROVED | 119>,1.0,0.0,4,0.0,0,1
<O_ACCEPTED | 123>,A_APPROVED,<A_APPROVED | 44>,1.0,0.0,2,0.0,0,1
<O_ACCEPTED | 126>,A_APPROVED,<A_APPROVED | 119>,1.0,0.0,1,0.0,0,1
<O_ACCEPTED | 128>,A_APPROVED,<A_APPROVED | 44>,1.0,0.0,16,0.0,0,1
