s,a,s',p_r,reward,number_occurrences,q,scale_factor,policy
<>,START,<START>,1.0,0.0,10469,0.299553200590894,1.0,1
<A_ACCEPTED | 0>,A_DECLINED,<A_DECLINED | 48>,1.0,0.0,10,0.012863824138353266,0.4256281972349948,0
<A_ACTIVATED | 112>,END,<END | 53>,0.0438247011952191,1.0,22,0.4233425926840668,1.0,1
<A_ACTIVATED | 112>,END,<END | 73>,0.5557768924302788,0.3268884507013655,279,0.4233425926840668,1.0,1
<A_ACTIVATED | 112>,W_Call_missing_information,<W_Call_missing_information | 73>,1.0,0.0,1,0.0006744601605866105,0.04542326652127837,0
<A_ACTIVATED | 12>,END,<END | 103>,0.7304492512479202,0.3399443064706741,439,0.47509527380733185,1.0,1
<A_ACTIVATED | 12>,END,<END | 3>,0.0632279534109817,0.3944514530204065,38,0.47509527380733185,1.0,1
<A_ACTIVATED | 12>,END,<END | 53>,0.1996672212978369,0.9999999999999972,120,0.47509527380733185,1.0,1
<A_ACTIVATED | 12>,END,<END | 73>,0.0066555740432612,0.3268884507013666,4,0.47509527380733185,1.0,1
<A_ACTIVATED | 12>,W_Assess_application,<W_Assess_application | 103>,1.0,0.0,2,0.002794050156708588,0.0906594777770402,0
<A_ACTIVATED | 139>,END,<END | 21>,0.9411764705882352,0.3783272303662036,16,0.24804421538423094,0.6485125142138398,1
<A_ACTIVATED | 139>,END,<END | 83>,0.0588235294117647,0.4489544324666613,1,0.24804421538423094,0.6485125142138398,1
<A_ACTIVATED | 22>,END,<END | 33>,0.2478632478632478,0.4941099690632863,29,0.4601247197535259,0.9999519486574265,1
<A_ACTIVATED | 22>,END,<END | 83>,0.7521367521367521,0.4489544324666618,88,0.4601247197535259,0.9999519486574265,1
<A_ACTIVATED | 36>,A_REGISTERED,<A_REGISTERED | 36>,1.0,0.0,1,0.0008138610886280945,0.04542326652127837,1
<A_ACTIVATED | 69>,END,<END | 21>,0.0588235294117647,0.3783272303662034,2,0.5813673298187385,0.913032385056642,1
<A_ACTIVATED | 69>,END,<END | 27>,0.9411764705882352,0.652894392736527,32,0.5813673298187385,0.913032385056642,1
<A_ACTIVATED | 72>,END,<END | 3>,0.7318181818181818,0.3944514530204063,161,0.4247093820196889,0.9999999958776927,1
<A_ACTIVATED | 72>,END,<END | 53>,0.059090909090909,1.0,13,0.4247093820196889,0.9999999958776927,1
<A_ACTIVATED | 72>,END,<END | 84>,0.209090909090909,0.3680300107221379,46,0.4247093820196889,0.9999999958776927,1
<A_ACTIVATED | 72>,W_Call_after_offer,<W_Call_after_offer | 84>,1.0,0.0,1,0.0007593464363753597,0.04542326652127837,0
<A_ACTIVATED | 79>,END,<END | 135>,0.9387755102040816,0.5300743297762833,138,0.5343370958120576,0.9999968574964108,1
<A_ACTIVATED | 79>,END,<END | 21>,0.0068027210884353,0.3783272303662034,1,0.5343370958120576,0.9999968574964108,1
<A_ACTIVATED | 79>,END,<END | 27>,0.0476190476190476,0.6528943927365275,7,0.5343370958120576,0.9999968574964108,1
<A_ACTIVATED | 79>,END,<END | 83>,0.0068027210884353,0.4489544324666613,1,0.5343370958120576,0.9999968574964108,1
<A_ACTIVATED | 9>,END,<END | 101>,0.9346733668341708,0.4882722350195552,186,0.4896917466809735,0.9999999721869895,1
<A_ACTIVATED | 9>,END,<END | 135>,0.0351758793969849,0.5300743297762837,7,0.4896917466809735,0.9999999721869895,1
<A_ACTIVATED | 9>,END,<END | 33>,0.0251256281407035,0.494109969063286,5,0.4896917466809735,0.9999999721869895,1
<A_ACTIVATED | 9>,END,<END | 83>,0.0050251256281407,0.4489544324666613,1,0.4896917466809735,0.9999999721869895,1
<A_ACTIVATED | 9>,W_Call_missing_information,<W_Call_missing_information | 88>,1.0,0.0,1,8.14936068754725e-05,0.04542326652127837,0
<A_APPROVED | 108>,A_REGISTERED,<A_REGISTERED | 46>,0.9591836734693876,0.0,141,0.5325056637805125,0.9999968574964108,1
<A_APPROVED | 108>,A_REGISTERED,<A_REGISTERED | 70>,0.0408163265306122,0.0,6,0.5325056637805125,0.9999968574964108,1
<A_APPROVED | 119>,A_REGISTERED,<A_REGISTERED | 125>,0.6944444444444444,0.0,25,0.3541763436983576,0.9269625051147781,1
<A_APPROVED | 119>,A_REGISTERED,<A_REGISTERED | 139>,0.1944444444444444,0.0,7,0.3541763436983576,0.9269625051147781,1
<A_APPROVED | 119>,A_REGISTERED,<A_REGISTERED | 70>,0.1111111111111111,0.0,4,0.3541763436983576,0.9269625051147781,1
<A_APPROVED | 134>,A_REGISTERED,<A_REGISTERED | 30>,1.0,0.0,1,0.022229407648814592,0.04542326652127837,1
<A_APPROVED | 18>,A_REGISTERED,<A_REGISTERED | 107>,0.0346534653465346,0.0,7,0.48674677982608383,0.9999999788259444,1
<A_APPROVED | 18>,A_REGISTERED,<A_REGISTERED | 125>,0.0198019801980198,0.0,4,0.48674677982608383,0.9999999788259444,1
<A_APPROVED | 18>,A_REGISTERED,<A_REGISTERED | 30>,0.9405940594059404,0.0,190,0.48674677982608383,0.9999999788259444,1
<A_APPROVED | 18>,A_REGISTERED,<A_REGISTERED | 46>,0.0049504950495049,0.0,1,0.48674677982608383,0.9999999788259444,1
<A_APPROVED | 29>,A_REGISTERED,<A_REGISTERED | 41>,0.9696969696969696,0.0,608,0.47220670269686993,1.0,1
<A_APPROVED | 29>,A_REGISTERED,<A_REGISTERED | 96>,0.0303030303030303,0.0,19,0.47220670269686993,1.0,1
<A_APPROVED | 36>,A_ACTIVATED,<A_ACTIVATED | 36>,1.0,0.0,1,3.6968229140051696e-05,0.04542326652127837,1
<A_APPROVED | 44>,A_REGISTERED,<A_REGISTERED | 70>,1.0,0.0,35,0.4845434054363955,0.9202886021082206,1
<A_APPROVED | 47>,A_REGISTERED,<A_REGISTERED | 107>,0.7910447761194029,0.0,159,0.43540194229925694,0.9999999768108213,1
<A_APPROVED | 47>,A_REGISTERED,<A_REGISTERED | 125>,0.2039800995024875,0.0,41,0.43540194229925694,0.9999999768108213,1
<A_APPROVED | 47>,A_REGISTERED,<A_REGISTERED | 30>,0.0049751243781094,0.0,1,0.43540194229925694,0.9999999768108213,1
<A_APPROVED | 51>,A_REGISTERED,<A_REGISTERED | 51>,1.0,0.0,1,0.0009802513180827198,0.04542326652127837,1
<A_APPROVED | 55>,A_REGISTERED,<A_REGISTERED | 125>,1.0,0.0,3,0.06025091864911836,0.1355246470766871,1
<A_APPROVED | 71>,A_REGISTERED,<A_REGISTERED | 107>,0.1758793969849246,0.0,70,0.4256379950600808,0.9999999999999997,1
<A_APPROVED | 71>,A_REGISTERED,<A_REGISTERED | 94>,0.8241206030150754,0.0,328,0.4256379950600808,0.9999999999999997,1
<A_APPROVED | 82>,A_REGISTERED,<A_REGISTERED | 111>,0.0390243902439024,0.0,8,0.4163012703928225,0.9999999838801832,1
<A_APPROVED | 82>,A_REGISTERED,<A_REGISTERED | 41>,0.024390243902439,0.0,5,0.4163012703928225,0.9999999838801832,1
<A_APPROVED | 82>,A_REGISTERED,<A_REGISTERED | 96>,0.9365853658536586,0.0,192,0.4163012703928225,0.9999999838801832,1
<A_APPROVED | 90>,A_REGISTERED,<A_REGISTERED | 111>,1.0,0.0,14,0.1389455329037814,0.5624185091066973,1
<A_CANCELLED | 0>,END,<END | 0>,1.0,0.040135950637821,127,0.04013517361791392,0.9999806403014072,1
<A_CANCELLED | 102>,O_CANCELLED,<O_CANCELLED | 85>,1.0,0.0,4,0.002758072330165286,0.17984081852510791,1
<A_CANCELLED | 10>,O_CANCELLED,<O_CANCELLED | 121>,1.0,0.0,14,0.014135332716776791,0.5624185091066973,1
<A_CANCELLED | 110>,O_CANCELLED,<O_CANCELLED | 17>,1.0,0.0,3,0.0005611119120686987,0.1355246470766871,1
<A_CANCELLED | 114>,END,<END | 80>,1.0,0.0305501198692428,8,0.010644059297058596,0.3484130125386121,0
<A_CANCELLED | 114>,O_CANCELLED,<O_CANCELLED | 80>,1.0,0.0,16,0.01811191740660958,0.6213939966282038,1
<A_CANCELLED | 116>,O_CANCELLED,<O_CANCELLED | 116>,1.0,0.0,1,0.009144769417162356,0.04542326652127837,1
<A_CANCELLED | 117>,O_CANCELLED,<O_CANCELLED | 117>,0.6153846153846154,0.0,8,0.07473082978740338,0.5305491203943397,1
<A_CANCELLED | 117>,O_CANCELLED,<O_CANCELLED | 121>,0.3846153846153846,0.0,5,0.07473082978740338,0.5305491203943397,1
<A_CANCELLED | 11>,O_CANCELLED,<O_CANCELLED | 120>,1.0,0.0,5,0.0017971049729136855,0.2234388228143227,1
<A_CANCELLED | 123>,END,<END | 92>,1.0,0.0082682392698639,1,0.000375570436016728,0.04542326652127837,1
<A_CANCELLED | 124>,END,<END | 105>,1.0,0.0310294428193743,7,0.009552785934838123,0.30786198741775384,1
<A_CANCELLED | 126>,O_CANCELLED,<O_CANCELLED | 120>,1.0,0.0,1,0.000365336592464989,0.04542326652127837,1
<A_CANCELLED | 128>,O_CANCELLED,<O_CANCELLED | 128>,1.0,0.0,1,8.261257324516844e-05,0.04542326652127837,1
<A_CANCELLED | 130>,O_CANCELLED,<O_CANCELLED | 121>,1.0,0.0,2,0.0022785556690570774,0.0906594777770402,1
<A_CANCELLED | 131>,END,<END | 105>,1.0,0.0310294428193743,198,0.031029441874218744,0.999999969540041,1
<A_CANCELLED | 131>,W_Complete_preaccepted_appl,<W_Complete_preaccepted_appl | 105>,1.0,0.0,15,0.013643183323106477,0.5927001329955615,0
<A_CANCELLED | 134>,O_CANCELLED,<O_CANCELLED | 85>,1.0,0.0,3,0.0020784312606175184,0.1355246470766871,1
<A_CANCELLED | 138>,END,<END | 122>,1.0,0.0248450767621351,20,0.01790573832815675,0.7206956331664798,1
<A_CANCELLED | 138>,O_CANCELLED,<O_CANCELLED | 122>,0.6666666666666666,0.0,4,0.006653642367343603,0.26616073850966515,0
<A_CANCELLED | 138>,O_CANCELLED,<O_CANCELLED | 68>,0.1666666666666666,0.0,1,0.006653642367343603,0.26616073850966515,0
<A_CANCELLED | 138>,O_CANCELLED,<O_CANCELLED | 80>,0.1666666666666666,0.0,1,0.006653642367343603,0.26616073850966515,0
<A_CANCELLED | 13>,O_CANCELLED,<O_CANCELLED | 121>,1.0,0.0,9,0.009744123985348343,0.38770050866125383,1
<A_CANCELLED | 14>,END,<END | 105>,1.0,0.0310294428193742,94,0.031017379251052888,0.9996112218839527,1
<A_CANCELLED | 14>,W_Complete_preaccepted_appl,<W_Complete_preaccepted_appl | 105>,1.0,0.0,3,0.0031196004554977803,0.1355246470766871,0
<A_CANCELLED | 16>,O_CANCELLED,<O_CANCELLED | 92>,1.0,0.0,1,5.089905079360456e-05,0.04542326652127837,1
<A_CANCELLED | 1>,O_CANCELLED,<O_CANCELLED | 121>,0.8571428571428571,0.0,12,0.013348193062548518,0.5624185091066973,1
<A_CANCELLED | 1>,O_CANCELLED,<O_CANCELLED | 85>,0.1428571428571428,0.0,2,0.013348193062548518,0.5624185091066973,1
<A_CANCELLED | 20>,O_CANCELLED,<O_CANCELLED | 20>,1.0,0.0,1,0.001174293858050855,0.04542326652127837,1
<A_CANCELLED | 24>,END,<END | 80>,0.6,0.0305501198692428,3,0.006237414456491758,0.2234388228143227,0
<A_CANCELLED | 24>,END,<END | 91>,0.4,0.023963659686163,2,0.006237414456491758,0.2234388228143227,0
<A_CANCELLED | 24>,O_CANCELLED,<O_CANCELLED | 80>,1.0,0.0,123,0.029146424155504114,0.9999721502042695,1
<A_CANCELLED | 25>,O_CANCELLED,<O_CANCELLED | 121>,1.0,0.0,4,0.004519961140588294,0.17984081852510791,1
<A_CANCELLED | 26>,O_CANCELLED,<O_CANCELLED | 121>,1.0,0.0,1,0.0011416284758851872,0.04542326652127837,1
<A_CANCELLED | 2>,O_CANCELLED,<O_CANCELLED | 136>,1.0,0.0,141,0.026283737701441563,0.9999945779541393,1
<A_CANCELLED | 2>,W_Call_after_offer,<W_Call_after_offer | 136>,1.0,0.0,1,5.4230824098660475e-05,0.04542326652127837,0
<A_CANCELLED | 31>,O_CANCELLED,<O_CANCELLED | 31>,0.5714285714285714,0.0,4,0.005204319493525594,0.30786198741775384,1
<A_CANCELLED | 31>,O_CANCELLED,<O_CANCELLED | 52>,0.1428571428571428,0.0,1,0.005204319493525594,0.30786198741775384,1
<A_CANCELLED | 31>,O_CANCELLED,<O_CANCELLED | 68>,0.1428571428571428,0.0,1,0.005204319493525594,0.30786198741775384,1
<A_CANCELLED | 31>,O_CANCELLED,<O_CANCELLED | 89>,0.1428571428571428,0.0,1,0.005204319493525594,0.30786198741775384,1
<A_CANCELLED | 31>,W_Call_after_offer,<W_Call_after_offer | 31>,1.0,0.0,1,0.002178101717669977,0.04542326652127837,0
<A_CANCELLED | 36>,O_CANCELLED,<O_CANCELLED | 36>,1.0,0.0,2,0.027757521390294207,0.0906594777770402,1
<A_CANCELLED | 37>,END,<END | 105>,0.3814432989690721,0.0310294428193742,74,0.03680514269106375,0.9999999561817955,0
<A_CANCELLED | 37>,END,<END | 37>,0.6185567010309279,0.0403668268858611,120,0.03680514269106375,0.9999999561817955,0
<A_CANCELLED | 37>,W_Complete_preaccepted_appl,<W_Complete_preaccepted_appl | 105>,0.5,0.0,3,0.04183828092093921,0.26616073850966515,1
<A_CANCELLED | 37>,W_Complete_preaccepted_appl,<W_Complete_preaccepted_appl | 37>,0.5,0.0,3,0.04183828092093921,0.26616073850966515,1
<A_CANCELLED | 39>,O_CANCELLED,<O_CANCELLED | 120>,1.0,0.0,4,0.0014464488544719545,0.17984081852510791,1
<A_CANCELLED | 40>,O_CANCELLED,<O_CANCELLED | 85>,1.0,0.0,1,0.0006966196860395762,0.04542326652127837,1
<A_CANCELLED | 43>,O_CANCELLED,<O_CANCELLED | 136>,0.3772241992882562,0.0,106,0.02543365222673686,0.9999999999839017,1
<A_CANCELLED | 43>,O_CANCELLED,<O_CANCELLED | 89>,0.6227758007117438,0.0,175,0.02543365222673686,0.9999999999839017,1
<A_CANCELLED | 43>,W_Call_after_offer,<W_Call_after_offer | 89>,1.0,0.0,3,0.0006073390244262742,0.1355246470766871,0
<A_CANCELLED | 48>,END,<END | 48>,1.0,0.0407411224276392,44,0.03927556566348961,0.9640275800758169,1
<A_CANCELLED | 49>,O_CANCELLED,<O_CANCELLED | 120>,1.0,0.0,2,0.0007291687107135664,0.0906594777770402,1
<A_CANCELLED | 4>,O_CANCELLED,<O_CANCELLED | 4>,1.0,0.0,3,0.022523199868691415,0.1355246470766871,1
<A_CANCELLED | 50>,O_CANCELLED,<O_CANCELLED | 92>,1.0,0.0,2,0.00010158849677034115,0.0906594777770402,1
<A_CANCELLED | 51>,O_CANCELLED,<O_CANCELLED | 51>,1.0,0.0,7,0.07684466703634292,0.30786198741775384,1
<A_CANCELLED | 56>,END,<END | 56>,1.0,0.0404807527708344,266,0.04048075276828611,0.9999999999370495,0
<A_CANCELLED | 56>,W_Complete_preaccepted_appl,<W_Complete_preaccepted_appl | 56>,1.0,0.0,6,0.08125616071443985,0.26616073850966515,1
<A_CANCELLED | 58>,END,<END | 17>,0.5256410256410257,0.0261198672023346,41,0.025139593260914667,0.9983361052736058,1
<A_CANCELLED | 58>,END,<END | 80>,0.0128205128205128,0.0305501198692428,1,0.025139593260914667,0.9983361052736058,1
<A_CANCELLED | 58>,END,<END | 91>,0.4615384615384615,0.023963659686163,36,0.025139593260914667,0.9983361052736058,1
<A_CANCELLED | 5>,O_CANCELLED,<O_CANCELLED | 85>,1.0,0.0,2,0.0013903706576445542,0.0906594777770402,1
<A_CANCELLED | 60>,O_CANCELLED,<O_CANCELLED | 60>,1.0,0.0,1,3.825951603169911e-06,0.04542326652127837,1
<A_CANCELLED | 62>,END,<END | 121>,1.0,0.029334827795196,1,0.0013324837012969927,0.04542326652127837,0
<A_CANCELLED | 62>,O_CANCELLED,<O_CANCELLED | 121>,1.0,0.0,3,0.0034061574196685893,0.1355246470766871,1
<A_CANCELLED | 63>,O_CANCELLED,<O_CANCELLED | 85>,1.0,0.0,6,0.004081890720250352,0.26616073850966515,1
<A_CANCELLED | 64>,O_CANCELLED,<O_CANCELLED | 136>,1.0,0.0,309,0.02628388021381229,0.9999999999987373,1
<A_CANCELLED | 65>,O_CANCELLED,<O_CANCELLED | 121>,1.0,0.0,6,0.006689450176440398,0.26616073850966515,1
<A_CANCELLED | 67>,END,<END | 52>,1.0,0.0246458030920519,6,0.006559745152144323,0.26616073850966515,1
<A_CANCELLED | 67>,O_CANCELLED,<O_CANCELLED | 52>,0.6666666666666666,0.0,4,0.0029728872479879926,0.26616073850966515,0
<A_CANCELLED | 67>,O_CANCELLED,<O_CANCELLED | 68>,0.3333333333333333,0.0,2,0.0029728872479879926,0.26616073850966515,0
<A_CANCELLED | 6>,END,<END | 68>,1.0,0.0254277181245623,15,0.015071011914201723,0.5927001329955615,0
<A_CANCELLED | 6>,O_CANCELLED,<O_CANCELLED | 122>,0.1111111111111111,0.0,3,0.019131609450821783,0.8417864326559865,1
<A_CANCELLED | 6>,O_CANCELLED,<O_CANCELLED | 68>,0.8888888888888888,0.0,24,0.019131609450821783,0.8417864326559865,1
<A_CANCELLED | 74>,O_CANCELLED,<O_CANCELLED | 136>,0.3818181818181818,0.0,21,0.025099392800554964,0.9866142981514303,1
<A_CANCELLED | 74>,O_CANCELLED,<O_CANCELLED | 89>,0.6181818181818182,0.0,34,0.025099392800554964,0.9866142981514303,1
<A_CANCELLED | 76>,END,<END | 52>,1.0,0.0246458030920519,1,0.0011194928824812202,0.04542326652127837,0
<A_CANCELLED | 76>,O_CANCELLED,<O_CANCELLED | 52>,0.6666666666666666,0.0,4,0.0029728872479879926,0.26616073850966515,1
<A_CANCELLED | 76>,O_CANCELLED,<O_CANCELLED | 68>,0.3333333333333333,0.0,2,0.0029728872479879926,0.26616073850966515,1
<A_CANCELLED | 77>,O_CANCELLED,<O_CANCELLED | 120>,0.2857142857142857,0.0,2,0.005014223176825986,0.30786198741775384,1
<A_CANCELLED | 77>,O_CANCELLED,<O_CANCELLED | 121>,0.4285714285714285,0.0,3,0.005014223176825986,0.30786198741775384,1
<A_CANCELLED | 77>,O_CANCELLED,<O_CANCELLED | 77>,0.2857142857142857,0.0,2,0.005014223176825986,0.30786198741775384,1
<A_CANCELLED | 78>,END,<END | 78>,1.0,0.0408730178327933,1,0.0018565859825479336,0.04542326652127837,1
<A_CANCELLED | 81>,O_CANCELLED,<O_CANCELLED | 85>,1.0,0.0,6,0.004081890720250352,0.26616073850966515,1
<A_CANCELLED | 87>,END,<END | 122>,0.3604651162790697,0.0248450767621351,31,0.024278858544037545,0.9991956185083893,0
<A_CANCELLED | 87>,END,<END | 68>,0.0116279069767441,0.0254277181245623,1,0.024278858544037545,0.9991956185083893,0
<A_CANCELLED | 87>,END,<END | 91>,0.627906976744186,0.023963659686163,54,0.024278858544037545,0.9991956185083893,0
<A_CANCELLED | 87>,O_CANCELLED,<O_CANCELLED | 122>,0.5466666666666666,0.0,41,0.024755882001169956,0.997814974429232,1
<A_CANCELLED | 87>,O_CANCELLED,<O_CANCELLED | 68>,0.04,0.0,3,0.024755882001169956,0.997814974429232,1
<A_CANCELLED | 87>,O_CANCELLED,<O_CANCELLED | 80>,0.3466666666666667,0.0,26,0.024755882001169956,0.997814974429232,1
<A_CANCELLED | 87>,O_CANCELLED,<O_CANCELLED | 91>,0.0666666666666666,0.0,5,0.024755882001169956,0.997814974429232,1
<A_CANCELLED | 8>,END,<END | 122>,1.0,0.0248450767621351,2,0.0022524416845856447,0.0906594777770402,0
<A_CANCELLED | 8>,O_CANCELLED,<O_CANCELLED | 122>,0.75,0.0,12,0.01598680187111139,0.6213939966282038,1
<A_CANCELLED | 8>,O_CANCELLED,<O_CANCELLED | 80>,0.25,0.0,4,0.01598680187111139,0.6213939966282038,1
<A_CANCELLED | 93>,O_CANCELLED,<O_CANCELLED | 89>,0.8518518518518519,0.0,23,0.0337467155839908,0.8417864326559865,1
<A_CANCELLED | 93>,O_CANCELLED,<O_CANCELLED | 93>,0.1481481481481481,0.0,4,0.0337467155839908,0.8417864326559865,1
<A_CANCELLED | 93>,W_Call_after_offer,<W_Call_after_offer | 89>,1.0,0.0,1,0.00020355944819157112,0.04542326652127837,0
<A_CANCELLED | 97>,O_CANCELLED,<O_CANCELLED | 121>,1.0,0.0,1,0.0011416284758851872,0.04542326652127837,1
<A_CANCELLED | 98>,O_CANCELLED,<O_CANCELLED | 85>,1.0,0.0,4,0.002758072330165286,0.17984081852510791,1
<A_DECLINED | 0>,END,<END | 0>,1.0,0.040135950637821,458,0.040135950637821,1.0,1
<A_DECLINED | 124>,END,<END | 124>,1.0,0.0408219594383809,2,0.0037008975245191294,0.0906594777770402,1
<A_DECLINED | 131>,END,<END | 131>,0.868421052631579,0.0406856176817887,33,0.03815697057077498,0.9387328141420074,1
<A_DECLINED | 131>,END,<END | 14>,0.131578947368421,0.0403945348969625,5,0.03815697057077498,0.9387328141420074,1
<A_DECLINED | 14>,END,<END | 14>,1.0,0.0403945348969625,13,0.021431284958321913,0.5305491203943397,1
<A_DECLINED | 37>,END,<END | 37>,1.0,0.0403668268858611,110,0.040363161750047304,0.9999092042625951,1
<A_DECLINED | 45>,END,<END | 42>,0.0157336260519575,0.0365693163455213,43,0.040098621226064085,1.0,1
<A_DECLINED | 45>,END,<END | 45>,0.9842663739480424,0.0401550376237828,2690,0.040098621226064085,1.0,1
<A_DECLINED | 48>,END,<END | 48>,1.0,0.0407411224276392,21,0.030223148329740435,0.7418339635443313,1
<A_DECLINED | 56>,END,<END | 56>,1.0,0.0404807527708344,258,0.0404807527655609,0.9999999998697282,1
<A_DECLINED | 78>,END,<END | 42>,1.0,0.0365693163455213,1851,0.0365693163455213,1.0,1
<A_FINALIZED | 124>,O_CREATED,<O_CREATED | 127>,0.0031948881789137,0.0,1,0.2596487930622375,0.9999999999991223,1
<A_FINALIZED | 124>,O_CREATED,<O_CREATED | 59>,0.9968051118210862,0.0,312,0.2596487930622375,0.9999999999991223,1
<A_FINALIZED | 35>,O_CREATED,<O_CREATED | 28>,0.9881433575855564,0.0,3667,0.30975654360057725,1.0,1
<A_FINALIZED | 35>,O_CREATED,<O_CREATED | 59>,0.0118566424144435,0.0,44,0.30975654360057725,1.0,1
<A_PARTLYSUBMITTED | 99>,A_DECLINED,<A_DECLINED | 45>,1.0,0.0,2690,0.040098621226064085,1.0,0
<A_PARTLYSUBMITTED | 99>,A_PREACCEPTED,<A_PREACCEPTED | 45>,1.0,0.0,3820,0.2990406664376862,1.0,0
<A_PARTLYSUBMITTED | 99>,W_Assess_fraud,<W_Assess_fraud | 45>,1.0,0.0,54,0.13640066318031802,0.9853497199714368,0
<A_PARTLYSUBMITTED | 99>,W_Fix_incomplete_submission,<W_Fix_incomplete_submission | 45>,1.0,0.0,3905,0.29955322686271146,1.0,1
<A_PREACCEPTED | 45>,W_Complete_preaccepted_appl,<A_CANCELLED | 56>,0.0298429319371727,0.0,114,0.299040672250076,1.0,1
<A_PREACCEPTED | 45>,W_Complete_preaccepted_appl,<W_Complete_preaccepted_appl | 86>,0.9701570680628272,0.0,3706,0.299040672250076,1.0,1
<A_PREACCEPTED | 78>,W_Complete_preaccepted_appl,<A_CANCELLED | 0>,0.0232558139534883,0.0,48,0.29955323928961364,1.0,1
<A_PREACCEPTED | 78>,W_Complete_preaccepted_appl,<W_Complete_preaccepted_appl | 0>,0.0077519379844961,0.0,16,0.29955323928961364,1.0,1
<A_PREACCEPTED | 78>,W_Complete_preaccepted_appl,<W_Complete_preaccepted_appl | 86>,0.9689922480620154,0.0,2000,0.29955323928961364,1.0,1
<A_REGISTERED | 107>,A_ACTIVATED,<A_ACTIVATED | 112>,0.7627118644067796,0.0,180,0.432696974685046,0.9999999990374145,1
<A_REGISTERED | 107>,A_ACTIVATED,<A_ACTIVATED | 22>,0.2161016949152542,0.0,51,0.432696974685046,0.9999999990374145,1
