s,a,s',p_r,reward,number_occurrences,q,scale_factor,policy
<>,START,<START>,1.0,0.0,22496,0.6783908862666221,1.0,1
<A_Accepted | 15>,O_CreateOffer,<O_CreateOffer | 15>,0.9838082901554404,0.0,1519,0.6150012434812812,0.9999999999999925,1
<A_Cancelled | 94>,O_Cancelled,<O_Cancelled | 72>,0.0127659574468085,0.0,15,0.02398879041433597,0.9999999999787713,1
<A_Cancelled | 96>,O_Cancelled,<O_Cancelled | 96>,1.0,0.0,3,0.0003055890339643596,0.03224688010985255,1
<A_Complete | 11>,A_Denied,<O_Refused | 71>,1.0,0.0,16,0.0013938014253306117,0.17036544741829707,0
<A_Complete | 11>,O_Cancelled,<A_Cancelled | 71>,0.1948051948051948,0.0,15,0.19433719377631722,0.6793774809122441,0
<A_Complete | 11>,O_Cancelled,<O_Cancelled | 71>,0.8051948051948052,0.0,62,0.19433719377631722,0.6793774809122441,0
<A_Complete | 11>,O_CreateOffer,<O_CreateOffer | 23>,0.0023612750885478,0.0,2,0.5995634209096825,0.9999999754341015,0
<A_Complete | 11>,O_CreateOffer,<O_CreateOffer | 71>,0.9976387249114522,0.0,845,0.5995634209096825,0.9999999754341015,0
<A_Complete | 11>,W_Assesspotentialfraud,<W_Assesspotentialfraud | 71>,1.0,0.0,2,3.7825057143535765e-06,0.021502061679769424,0
<A_Complete | 11>,W_Callafteroffers,<W_Callafteroffers | 71>,1.0,0.0,4,0.0015735789816556662,0.042984250079107444,0
<A_Complete | 11>,W_Validateapplication,<W_Validateapplication | 71>,1.0,0.0,3426,0.8516670357395281,1.0,1
<A_Complete | 3>,O_Cancelled,<O_Cancelled | 2>,1.0,0.0,1,0.0034097503233903484,0.010752273781519883,0
<A_Complete | 3>,O_CreateOffer,<O_CreateOffer | 2>,1.0,0.0,2,0.012152826952607384,0.021502061679769424,1
<A_Complete | 44>,A_Denied,<O_Refused | 2>,0.7906976744186046,0.0,34,0.00580447362513933,0.4320102704412063,0
<A_Complete | 44>,A_Denied,<O_Refused | 90>,0.2093023255813953,0.0,9,0.00580447362513933,0.4320102704412063,0
<A_Complete | 44>,O_Cancelled,<A_Cancelled | 2>,0.2695652173913043,0.0,31,0.16260240337894005,0.8444713864809948,0
<A_Complete | 44>,O_Cancelled,<A_Cancelled | 90>,0.0521739130434782,0.0,6,0.16260240337894005,0.8444713864809948,0
<A_Complete | 44>,O_Cancelled,<O_Cancelled | 2>,0.5304347826086957,0.0,61,0.16260240337894005,0.8444713864809948,0
<A_Complete | 44>,O_Cancelled,<O_Cancelled | 90>,0.1478260869565217,0.0,17,0.16260240337894005,0.8444713864809948,0
<A_Complete | 44>,O_CreateOffer,<O_CreateOffer | 23>,0.0021857923497267,0.0,4,0.5605343908182526,1.0,0
<A_Complete | 44>,O_CreateOffer,<O_CreateOffer | 2>,0.8120218579234972,0.0,1486,0.5605343908182526,1.0,0
<A_Complete | 44>,O_CreateOffer,<O_CreateOffer | 90>,0.1857923497267759,0.0,340,0.5605343908182526,1.0,0
<A_Complete | 44>,W_Assesspotentialfraud,<W_Assesspotentialfraud | 2>,0.6666666666666666,0.0,2,7.823722762641585e-06,0.03224688010985255,0
<A_Complete | 44>,W_Assesspotentialfraud,<W_Assesspotentialfraud | 90>,0.3333333333333333,0.0,1,7.823722762641585e-06,0.03224688010985255,0
<A_Complete | 44>,W_Callafteroffers,<W_Callafteroffers | 2>,1.0,0.0,2,0.0003956561428227524,0.021502061679769424,0
<A_Complete | 44>,W_Shortenedcompletion,<A_Cancelled | 2>,0.3448275862068966,0.0,10,0.019910497321043382,0.3020991436377415,0
<A_Complete | 44>,W_Shortenedcompletion,<W_Shortenedcompletion | 2>,0.4827586206896552,0.0,14,0.019910497321043382,0.3020991436377415,0
<A_Complete | 44>,W_Shortenedcompletion,<W_Shortenedcompletion | 90>,0.1724137931034483,0.0,5,0.019910497321043382,0.3020991436377415,0
<A_Complete | 44>,W_Validateapplication,<W_Validateapplication | 2>,0.8292773777005215,0.0,6679,0.8568321662420528,1.0,1
<A_Complete | 44>,W_Validateapplication,<W_Validateapplication | 90>,0.1707226222994785,0.0,1375,0.8568321662420528,1.0,1
<A_Complete | 50>,W_Validateapplication,<W_Validateapplication | 50>,1.0,0.0,2,0.0025672150565030677,0.021502061679769424,1
<A_Complete | 70>,O_Cancelled,<O_Cancelled | 90>,1.0,0.0,1,0.0012204709691969707,0.010752273781519883,0
<A_Complete | 70>,O_CreateOffer,<O_CreateOffer | 90>,1.0,0.0,4,0.023257270316441352,0.042984250079107444,1
<A_Complete | 70>,W_Validateapplication,<W_Validateapplication | 90>,1.0,0.0,1,0.00926830280272514,0.010752273781519883,0
<A_Complete | 72>,O_Cancelled,<A_Cancelled | 7>,0.5,0.0,1,0.0009237482617176021,0.021502061679769424,0
<A_Complete | 72>,O_Cancelled,<O_Cancelled | 72>,0.5,0.0,1,0.0009237482617176021,0.021502061679769424,0
<A_Complete | 72>,O_CreateOffer,<O_CreateOffer | 72>,1.0,0.0,9,0.044006491514610946,0.09647321632576,0
<A_Complete | 72>,O_Sent(mailandonline),<O_Sent(mailandonline) | 72>,1.0,0.0,1,0.006222089980477458,0.010752273781519883,0
<A_Complete | 72>,W_Validateapplication,<W_Validateapplication | 72>,1.0,0.0,22,0.14467359726776602,0.23224309058396042,1
<A_Complete | 79>,A_Denied,<O_Refused | 23>,0.0588235294117647,0.0,1,0.0012145163894014775,0.1807865535105243,0
<A_Complete | 79>,A_Denied,<O_Refused | 7>,0.1176470588235294,0.0,2,0.0012145163894014775,0.1807865535105243,0
<A_Complete | 79>,A_Denied,<O_Refused | 94>,0.8235294117647058,0.0,14,0.0012145163894014775,0.1807865535105243,0
<A_Complete | 79>,O_Cancelled,<A_Cancelled | 7>,0.2064516129032258,0.0,32,0.3635744361647142,0.9311096086675776,0
<A_Complete | 79>,O_Cancelled,<O_Cancelled | 23>,0.3419354838709677,0.0,53,0.3635744361647142,0.9311096086675776,0
<A_Complete | 79>,O_Cancelled,<O_Cancelled | 72>,0.0064516129032258,0.0,1,0.3635744361647142,0.9311096086675776,0
<A_Complete | 79>,O_Cancelled,<O_Cancelled | 7>,0.0193548387096774,0.0,3,0.3635744361647142,0.9311096086675776,0
<A_Complete | 79>,O_Cancelled,<O_Cancelled | 90>,0.032258064516129,0.0,5,0.3635744361647142,0.9311096086675776,0
<A_Complete | 79>,O_Cancelled,<O_Cancelled | 94>,0.3935483870967742,0.0,61,0.3635744361647142,0.9311096086675776,0
<A_Complete | 79>,O_CreateOffer,<O_CreateOffer | 23>,0.03862660944206,0.0,18,0.48854851907851693,0.9999111359273064,0
<A_Complete | 79>,O_CreateOffer,<O_CreateOffer | 72>,0.0042918454935622,0.0,2,0.48854851907851693,0.9999111359273064,0
<A_Complete | 79>,O_CreateOffer,<O_CreateOffer | 7>,0.0944206008583691,0.0,44,0.48854851907851693,0.9999111359273064,0
<A_Complete | 79>,O_CreateOffer,<O_CreateOffer | 90>,0.0085836909871244,0.0,4,0.48854851907851693,0.9999111359273064,0
<A_Complete | 79>,O_CreateOffer,<O_CreateOffer | 94>,0.8540772532188842,0.0,398,0.48854851907851693,0.9999111359273064,0
<A_Complete | 79>,O_Sent(mailandonline),<A_Cancelled | 94>,0.1304347826086956,0.0,3,0.12441344339466479,0.24239008208229895,0
<A_Complete | 79>,O_Sent(mailandonline),<O_Sent(mailandonline) | 23>,0.5652173913043478,0.0,13,0.12441344339466479,0.24239008208229895,0
<A_Complete | 79>,O_Sent(mailandonline),<O_Sent(mailandonline) | 7>,0.0434782608695652,0.0,1,0.12441344339466479,0.24239008208229895,0
<A_Complete | 79>,O_Sent(mailandonline),<O_Sent(mailandonline) | 90>,0.1739130434782608,0.0,4,0.12441344339466479,0.24239008208229895,0
<A_Complete | 79>,O_Sent(mailandonline),<O_Sent(mailandonline) | 94>,0.0869565217391304,0.0,2,0.12441344339466479,0.24239008208229895,0
<A_Complete | 79>,O_Sent(onlineonly),<O_Sent(onlineonly) | 90>,1.0,0.0,1,5.601998511042488e-05,0.010752273781519883,0
<A_Complete | 79>,W_Callafteroffers,<W_Callafteroffers | 94>,1.0,0.0,1,0.0002603168077048987,0.010752273781519883,0
<A_Complete | 79>,W_Shortenedcompletion,<A_Cancelled | 7>,0.5,0.0,1,0.00034033454408272535,0.021502061679769424,0
<A_Complete | 79>,W_Shortenedcompletion,<W_Shortenedcompletion | 23>,0.5,0.0,1,0.00034033454408272535,0.021502061679769424,0
<A_Complete | 79>,W_Validateapplication,<W_Validateapplication | 23>,0.0624479600333055,0.0,75,0.7389745563393604,0.9999999999878636,1
<A_Complete | 79>,W_Validateapplication,<W_Validateapplication | 72>,0.0099916736053288,0.0,12,0.7389745563393604,0.9999999999878636,1
<A_Complete | 79>,W_Validateapplication,<W_Validateapplication | 7>,0.1648626144879267,0.0,198,0.7389745563393604,0.9999999999878636,1
<A_Complete | 79>,W_Validateapplication,<W_Validateapplication | 90>,0.0066611157368859,0.0,8,0.7389745563393604,0.9999999999878636,1
<A_Complete | 79>,W_Validateapplication,<W_Validateapplication | 94>,0.7560366361365529,0.0,908,0.7389745563393604,0.9999999999878636,1
<A_Complete | 7>,O_Cancelled,<O_Cancelled | 7>,1.0,0.0,1,0.003572169297125929,0.010752273781519883,0
<A_Complete | 7>,O_CreateOffer,<O_CreateOffer | 7>,1.0,0.0,15,0.08104008033976509,0.15990609216427576,0
<A_Complete | 7>,W_Validateapplication,<W_Validateapplication | 7>,1.0,0.0,18,0.1309972521566525,0.19116722372624328,1
<A_Complete | 82>,O_CreateOffer,<O_CreateOffer | 82>,1.0,0.0,3,0.0001803380956077762,0.03224688010985255,0
<A_Complete | 82>,O_Sent(mailandonline),<O_Sent(mailandonline) | 82>,1.0,0.0,1,0.0006444738496065344,0.010752273781519883,0
<A_Complete | 82>,O_Sent(onlineonly),<O_Sent(onlineonly) | 82>,1.0,0.0,1,7.287231570431872e-05,0.010752273781519883,0
<A_Complete | 82>,W_Validateapplication,<W_Validateapplication | 82>,1.0,0.0,1,0.0008492291699086958,0.010752273781519883,1
<A_Complete | 87>,O_CreateOffer,<O_CreateOffer | 23>,1.0,0.0,2,0.010418915505628292,0.021502061679769424,1
<A_Complete | 99>,O_Cancelled,<O_Cancelled | 72>,1.0,0.0,1,0.0006694147645052784,0.010752273781519883,1
<A_Concept | 40>,A_Accepted,<A_Accepted | 15>,1.0,0.0,1565,0.6150007112071674,0.9999999999999951,1
<A_Concept | 40>,W_Completeapplication,<W_Completeapplication | 15>,1.0,0.0,12072,0.6144224950640578,1.0,0
<A_Concept | 40>,W_Shortenedcompletion,<W_Shortenedcompletion | 15>,1.0,0.0,13,0.0100556746835996,0.1388815483923611,0
<A_Concept | 84>,A_Accepted,<A_Accepted | 36>,0.999624765478424,0.0,2664,0.6141944313969597,1.0,1
<A_Concept | 84>,A_Accepted,<A_Accepted | 84>,0.0003752345215759,0.0,1,0.6141944313969597,1.0,1
<A_Concept | 84>,W_Shortenedcompletion,<W_Shortenedcompletion | 36>,1.0,0.0,3,0.003992466666752523,0.03224688010985255,0
<A_Concept | 86>,A_Accepted,<A_Accepted | 36>,0.0102090422946037,0.0,63,0.6783966135850859,1.0,1
<A_Concept | 86>,A_Accepted,<A_Accepted | 8>,0.9897909577053962,0.0,6108,0.6783966135850859,1.0,1
<A_Concept | 86>,W_Assesspotentialfraud,<W_Assesspotentialfraud | 8>,1.0,0.0,3,5.304880330152334e-05,0.03224688010985255,0
<A_Concept | 86>,W_Completeapplication,<W_Completeapplication | 8>,1.0,0.0,4,0.0021928617832962702,0.042984250079107444,0
<A_CreateApplication | 0>,A_Submitted,<A_Submitted | 29>,1.0,0.0,16381,0.6154426954965628,1.0,0
<A_CreateApplication | 0>,W_Completeapplication,<W_Completeapplication | 29>,1.0,0.0,6115,0.6783939171975171,1.0,1
<A_Denied | 18>,END,<END | 18>,1.0,0.0410873162110449,1,0.00044178207284903496,0.010752273781519883,1
<A_Denied | 26>,END,<END | 98>,1.0,0.0425411236659901,1,0.00045741380863022034,0.010752273781519883,1
<A_Denied | 2>,END,<END | 2>,1.0,0.0427816273903517,3,0.0013795740093610553,0.03224688010985255,1
<A_Denied | 3>,END,<END | 3>,1.0,0.0427978770460862,6,0.002757328780696199,0.0644267653212568,1
<A_Denied | 41>,END,<END | 98>,1.0,0.0425411236659901,1,0.00045741380863022034,0.010752273781519883,1
<A_Denied | 48>,END,<END | 48>,0.6,0.0427660367376484,3,0.0022922043275342054,0.05371169947195353,1
<A_Denied | 48>,END,<END | 98>,0.4,0.0425411236659901,2,0.0022922043275342054,0.05371169947195353,1
<A_Denied | 70>,END,<END | 70>,1.0,0.042791512708618,1,0.00046010606016844824,0.010752273781519883,1
<A_Denied | 7>,END,<END | 7>,1.0,0.0427452815589269,2,0.0009191116805991568,0.021502061679769424,1
<A_Denied | 83>,END,<END | 83>,1.0,0.0428039353309419,1,0.0004602396316047592,0.010752273781519883,1
<A_Denied | 90>,END,<END | 90>,1.0,0.0427574526417145,1,0.00045973983700408494,0.010752273781519883,1
<A_Denied | 93>,END,<END | 98>,1.0,0.0425411236659901,2,0.0009147218649928178,0.021502061679769424,1
<A_Incomplete | 12>,A_Denied,<O_Refused | 31>,1.0,0.0,1,2.2627135293072254e-06,0.010752273781519883,0
<A_Incomplete | 12>,O_Cancelled,<O_Cancelled | 12>,1.0,0.0,1,9.609745692751244e-05,0.010752273781519883,0
<A_Incomplete | 12>,O_CreateOffer,<O_CreateOffer | 12>,0.9047619047619048,0.0,19,0.0022524679631106726,0.2220452952783798,0
<A_Incomplete | 12>,O_CreateOffer,<O_CreateOffer | 68>,0.0952380952380952,0.0,2,0.0022524679631106726,0.2220452952783798,0
<A_Incomplete | 12>,W_Validateapplication,<W_Validateapplication | 12>,0.8961748633879781,0.0,164,0.5726044697809597,0.9616762147821688,1
<A_Incomplete | 12>,W_Validateapplication,<W_Validateapplication | 68>,0.1038251366120218,0.0,19,0.5726044697809597,0.9616762147821688,1
<A_Incomplete | 13>,A_Denied,<O_Refused | 31>,1.0,0.0,7,1.5809760229263134e-05,0.07512699606178952,0
<A_Incomplete | 13>,O_Cancelled,<A_Cancelled | 52>,0.1666666666666666,0.0,1,0.00037626692782879507,0.0644267653212568,0
<A_Incomplete | 13>,O_Cancelled,<O_Cancelled | 13>,0.8333333333333334,0.0,5,0.00037626692782879507,0.0644267653212568,0
<A_Incomplete | 13>,O_CreateOffer,<O_CreateOffer | 13>,0.746031746031746,0.0,47,0.04225598970047013,0.5898391444369673,0
<A_Incomplete | 13>,O_CreateOffer,<O_CreateOffer | 28>,0.0158730158730158,0.0,1,0.04225598970047013,0.5898391444369673,0
<A_Incomplete | 13>,O_CreateOffer,<O_CreateOffer | 76>,0.238095238095238,0.0,15,0.04225598970047013,0.5898391444369673,0
<A_Incomplete | 13>,W_Validateapplication,<W_Validateapplication | 13>,0.7216748768472906,0.0,293,0.7349760607709223,0.9996771094263659,1
<A_Incomplete | 13>,W_Validateapplication,<W_Validateapplication | 28>,0.0172413793103448,0.0,7,0.7349760607709223,0.9996771094263659,1
<A_Incomplete | 13>,W_Validateapplication,<W_Validateapplication | 76>,0.2610837438423645,0.0,106,0.7349760607709223,0.9996771094263659,1
<A_Incomplete | 14>,A_Denied,<O_Refused | 98>,1.0,0.0,65,0.0,0.60368481786581,0
<A_Incomplete | 14>,O_Cancelled,<A_Cancelled | 41>,0.175,0.0,7,0.02583835041347654,0.4054111665617416,0
<A_Incomplete | 14>,O_Cancelled,<A_Cancelled | 48>,0.05,0.0,2,0.02583835041347654,0.4054111665617416,0
<A_Incomplete | 14>,O_Cancelled,<A_Cancelled | 93>,0.075,0.0,3,0.02583835041347654,0.4054111665617416,0
<A_Incomplete | 14>,O_Cancelled,<O_Cancelled | 41>,0.125,0.0,5,0.02583835041347654,0.4054111665617416,0
<A_Incomplete | 14>,O_Cancelled,<O_Cancelled | 93>,0.575,0.0,23,0.02583835041347654,0.4054111665617416,0
<A_Incomplete | 14>,O_CreateOffer,<O_CreateOffer | 1>,0.0016528925619834,0.0,1,0.49800062473763695,0.9999955277000155,0
<A_Incomplete | 14>,O_CreateOffer,<O_CreateOffer | 41>,0.3024793388429752,0.0,183,0.49800062473763695,0.9999955277000155,0
<A_Incomplete | 14>,O_CreateOffer,<O_CreateOffer | 93>,0.6958677685950413,0.0,421,0.49800062473763695,0.9999955277000155,0
<A_Incomplete | 14>,W_Assesspotentialfraud,<W_Assesspotentialfraud | 41>,0.5,0.0,3,4.4624258391633866e-05,0.0644267653212568,0
