s,a,s',p_r,reward,number_occurrences,q,scale_factor,policy
<>,START,<START>,1.0,0.0,22496,0.7986666776202475,1.0,1
<A_Accepted | 15>,O_CreateOffer,<O_CreateOffer | 15>,0.9838082901554404,0.0,1519,0.7218002730910577,1.0,1
<A_Cancelled | 82>,O_Cancelled,<O_Cancelled | 82>,0.8571428571428571,0.0,12,0.18139783568822096,0.7039056039366209,1
<A_Cancelled | 83>,END,<END | 83>,1.0,0.0428039353309419,2,0.00532279784603991,0.12435300177159625,0
<A_Cancelled | 83>,O_Cancelled,<O_Cancelled | 83>,1.0,0.0,23,0.6728061010863273,0.8931933404003516,1
<A_Cancelled | 87>,O_Cancelled,<O_Cancelled | 87>,1.0,0.0,4,0.16842086593002034,0.24491866240370908,1
<A_Cancelled | 88>,O_Cancelled,<O_Cancelled | 62>,0.0303030303030303,0.0,1,0.0171512851254067,0.9681872165763705,1
<A_Cancelled | 88>,O_Cancelled,<O_Cancelled | 88>,0.9696969696969696,0.0,32,0.0171512851254067,0.9681872165763705,1
<A_Cancelled | 90>,END,<END | 24>,1.0,0.0140098271870341,7,0.005766025355351059,0.4115700556740225,0
<A_Cancelled | 90>,O_Cancelled,<O_Cancelled | 34>,1.0,0.0,784,0.2908183437300647,1.0,1
<A_Cancelled | 93>,END,<END | 62>,1.0,0.0045500447621711,3,0.0008432743554984399,0.18533319990813957,0
<A_Cancelled | 93>,O_Cancelled,<O_Cancelled | 93>,1.0,0.0,200,0.6583158630880086,0.9999999999722241,1
<A_Cancelled | 94>,O_Cancelled,<O_Cancelled | 34>,0.9872340425531916,0.0,1160,0.2916240632508232,1.0,1
<A_Cancelled | 94>,O_Cancelled,<O_Cancelled | 72>,0.0127659574468085,0.0,15,0.2916240632508232,1.0,1
<A_Cancelled | 96>,O_Cancelled,<O_Cancelled | 96>,1.0,0.0,3,0.018866998426333388,0.18533319990813957,1
<A_Complete | 11>,A_Denied,<O_Refused | 71>,1.0,0.0,16,0.026377866786874333,0.7615941559557649,0
<A_Complete | 11>,O_Cancelled,<A_Cancelled | 71>,0.1948051948051948,0.0,15,0.7119977925218509,0.9998678957102907,0
<A_Complete | 11>,O_Cancelled,<O_Cancelled | 71>,0.8051948051948052,0.0,62,0.7119977925218509,0.9998678957102907,0
<A_Complete | 11>,O_CreateOffer,<O_CreateOffer | 23>,0.0023612750885478,0.0,2,0.8147562446028753,1.0,0
<A_Complete | 11>,O_CreateOffer,<O_CreateOffer | 71>,0.9976387249114522,0.0,845,0.8147562446028753,1.0,0
<A_Complete | 11>,W_Assesspotentialfraud,<W_Assesspotentialfraud | 71>,1.0,0.0,2,0.0005355852576296905,0.12435300177159625,0
<A_Complete | 11>,W_Callafteroffers,<W_Callafteroffers | 71>,1.0,0.0,4,0.05371838484892113,0.24491866240370908,0
<A_Complete | 11>,W_Validateapplication,<W_Validateapplication | 71>,1.0,0.0,3426,0.8955280493692794,1.0,1
<A_Complete | 3>,O_Cancelled,<O_Cancelled | 2>,1.0,0.0,1,0.052653588802046444,0.062418746747512466,0
<A_Complete | 3>,O_CreateOffer,<O_CreateOffer | 2>,1.0,0.0,2,0.10503007881790069,0.12435300177159625,1
<A_Complete | 44>,A_Denied,<O_Refused | 2>,0.7906976744186046,0.0,34,0.03769649502290913,0.9907808556412516,0
<A_Complete | 44>,A_Denied,<O_Refused | 90>,0.2093023255813953,0.0,9,0.03769649502290913,0.9907808556412516,0
<A_Complete | 44>,O_Cancelled,<A_Cancelled | 2>,0.2695652173913043,0.0,31,0.6326943194821423,0.999998856999106,0
<A_Complete | 44>,O_Cancelled,<A_Cancelled | 90>,0.0521739130434782,0.0,6,0.6326943194821423,0.999998856999106,0
<A_Complete | 44>,O_Cancelled,<O_Cancelled | 2>,0.5304347826086957,0.0,61,0.6326943194821423,0.999998856999106,0
<A_Complete | 44>,O_Cancelled,<O_Cancelled | 90>,0.1478260869565217,0.0,17,0.6326943194821423,0.999998856999106,0
<A_Complete | 44>,O_CreateOffer,<O_CreateOffer | 23>,0.0021857923497267,0.0,4,0.8233746605818817,1.0,0
<A_Complete | 44>,O_CreateOffer,<O_CreateOffer | 2>,0.8120218579234972,0.0,1486,0.8233746605818817,1.0,0
<A_Complete | 44>,O_CreateOffer,<O_CreateOffer | 90>,0.1857923497267759,0.0,340,0.8233746605818817,1.0,0
<A_Complete | 44>,W_Assesspotentialfraud,<W_Assesspotentialfraud | 2>,0.6666666666666666,0.0,2,0.0009492963019656472,0.18533319990813957,0
<A_Complete | 44>,W_Assesspotentialfraud,<W_Assesspotentialfraud | 90>,0.3333333333333333,0.0,1,0.0009492963019656472,0.18533319990813957,0
<A_Complete | 44>,W_Callafteroffers,<W_Callafteroffers | 2>,1.0,0.0,2,0.01383227363468582,0.12435300177159625,0
<A_Complete | 44>,W_Shortenedcompletion,<A_Cancelled | 2>,0.3448275862068966,0.0,10,0.3825890216631227,0.9480852856044063,0
<A_Complete | 44>,W_Shortenedcompletion,<W_Shortenedcompletion | 2>,0.4827586206896552,0.0,14,0.3825890216631227,0.9480852856044063,0
<A_Complete | 44>,W_Shortenedcompletion,<W_Shortenedcompletion | 90>,0.1724137931034483,0.0,5,0.3825890216631227,0.9480852856044063,0
<A_Complete | 44>,W_Validateapplication,<W_Validateapplication | 2>,0.8292773777005215,0.0,6679,0.8966296087264205,1.0,1
<A_Complete | 44>,W_Validateapplication,<W_Validateapplication | 90>,0.1707226222994785,0.0,1375,0.8966296087264205,1.0,1
<A_Complete | 50>,W_Validateapplication,<W_Validateapplication | 50>,1.0,0.0,2,0.08101857089931944,0.12435300177159625,1
<A_Complete | 70>,O_Cancelled,<O_Cancelled | 90>,1.0,0.0,1,0.03871012359775337,0.062418746747512466,0
<A_Complete | 70>,O_CreateOffer,<O_CreateOffer | 90>,1.0,0.0,4,0.17890046405334803,0.24491866240370908,1
<A_Complete | 70>,W_Validateapplication,<W_Validateapplication | 90>,1.0,0.0,1,0.0566117584847213,0.062418746747512466,0
<A_Complete | 72>,O_Cancelled,<A_Cancelled | 7>,0.5,0.0,1,0.04021575646630114,0.12435300177159625,0
<A_Complete | 72>,O_Cancelled,<O_Cancelled | 72>,0.5,0.0,1,0.04021575646630114,0.12435300177159625,0
<A_Complete | 72>,O_CreateOffer,<O_CreateOffer | 72>,1.0,0.0,9,0.3859279586210596,0.5098299737352565,0
<A_Complete | 72>,O_Sent(mailandonline),<O_Sent(mailandonline) | 72>,1.0,0.0,1,0.052541051841835204,0.062418746747512466,0
<A_Complete | 72>,W_Validateapplication,<W_Validateapplication | 72>,1.0,0.0,22,0.7437140995653593,0.8798266996519848,1
<A_Complete | 79>,A_Denied,<O_Refused | 23>,0.0588235294117647,0.0,1,0.023355467222027696,0.7866188121086977,0
<A_Complete | 79>,A_Denied,<O_Refused | 7>,0.1176470588235294,0.0,2,0.023355467222027696,0.7866188121086977,0
<A_Complete | 79>,A_Denied,<O_Refused | 94>,0.8235294117647058,0.0,14,0.023355467222027696,0.7866188121086977,0
<A_Complete | 79>,O_Cancelled,<A_Cancelled | 7>,0.2064516129032258,0.0,32,0.7282420995021932,0.9999999922985162,0
<A_Complete | 79>,O_Cancelled,<O_Cancelled | 23>,0.3419354838709677,0.0,53,0.7282420995021932,0.9999999922985162,0
<A_Complete | 79>,O_Cancelled,<O_Cancelled | 72>,0.0064516129032258,0.0,1,0.7282420995021932,0.9999999922985162,0
<A_Complete | 79>,O_Cancelled,<O_Cancelled | 7>,0.0193548387096774,0.0,3,0.7282420995021932,0.9999999922985162,0
<A_Complete | 79>,O_Cancelled,<O_Cancelled | 90>,0.032258064516129,0.0,5,0.7282420995021932,0.9999999922985162,0
<A_Complete | 79>,O_Cancelled,<O_Cancelled | 94>,0.3935483870967742,0.0,61,0.7282420995021932,0.9999999922985162,0
<A_Complete | 79>,O_CreateOffer,<O_CreateOffer | 23>,0.03862660944206,0.0,18,0.7611044678183668,1.0,0
<A_Complete | 79>,O_CreateOffer,<O_CreateOffer | 72>,0.0042918454935622,0.0,2,0.7611044678183668,1.0,0
<A_Complete | 79>,O_CreateOffer,<O_CreateOffer | 7>,0.0944206008583691,0.0,44,0.7611044678183668,1.0,0
<A_Complete | 79>,O_CreateOffer,<O_CreateOffer | 90>,0.0085836909871244,0.0,4,0.7611044678183668,1.0,0
<A_Complete | 79>,O_CreateOffer,<O_CreateOffer | 94>,0.8540772532188842,0.0,398,0.7611044678183668,1.0,0
<A_Complete | 79>,O_Sent(mailandonline),<A_Cancelled | 94>,0.1304347826086956,0.0,3,0.6046778605588785,0.8931933404003516,0
<A_Complete | 79>,O_Sent(mailandonline),<O_Sent(mailandonline) | 23>,0.5652173913043478,0.0,13,0.6046778605588785,0.8931933404003516,0
<A_Complete | 79>,O_Sent(mailandonline),<O_Sent(mailandonline) | 7>,0.0434782608695652,0.0,1,0.6046778605588785,0.8931933404003516,0
<A_Complete | 79>,O_Sent(mailandonline),<O_Sent(mailandonline) | 90>,0.1739130434782608,0.0,4,0.6046778605588785,0.8931933404003516,0
<A_Complete | 79>,O_Sent(mailandonline),<O_Sent(mailandonline) | 94>,0.0869565217391304,0.0,2,0.6046778605588785,0.8931933404003516,0
<A_Complete | 79>,O_Sent(onlineonly),<O_Sent(onlineonly) | 90>,1.0,0.0,1,0.003242743696084184,0.062418746747512466,0
<A_Complete | 79>,W_Callafteroffers,<W_Callafteroffers | 94>,1.0,0.0,1,0.010234514456284604,0.062418746747512466,0
<A_Complete | 79>,W_Shortenedcompletion,<A_Cancelled | 7>,0.5,0.0,1,0.021633437632025368,0.12435300177159625,0
<A_Complete | 79>,W_Shortenedcompletion,<W_Shortenedcompletion | 23>,0.5,0.0,1,0.021633437632025368,0.12435300177159625,0
<A_Complete | 79>,W_Validateapplication,<W_Validateapplication | 23>,0.0624479600333055,0.0,75,0.8801026447589322,1.0,1
<A_Complete | 79>,W_Validateapplication,<W_Validateapplication | 72>,0.0099916736053288,0.0,12,0.8801026447589322,1.0,1
<A_Complete | 79>,W_Validateapplication,<W_Validateapplication | 7>,0.1648626144879267,0.0,198,0.8801026447589322,1.0,1
<A_Complete | 79>,W_Validateapplication,<W_Validateapplication | 90>,0.0066611157368859,0.0,8,0.8801026447589322,1.0,1
<A_Complete | 79>,W_Validateapplication,<W_Validateapplication | 94>,0.7560366361365529,0.0,908,0.8801026447589322,1.0,1
<A_Complete | 7>,O_Cancelled,<O_Cancelled | 7>,1.0,0.0,1,0.050545827906694395,0.062418746747512466,0
<A_Complete | 7>,O_CreateOffer,<O_CreateOffer | 7>,1.0,0.0,15,0.5393218786545696,0.7340715196043415,0
<A_Complete | 7>,W_Validateapplication,<W_Validateapplication | 7>,1.0,0.0,18,0.6953527626805545,0.809301070201781,1
<A_Complete | 82>,O_CreateOffer,<O_CreateOffer | 82>,1.0,0.0,3,0.09318768624293293,0.18533319990813957,1
<A_Complete | 82>,O_Sent(mailandonline),<O_Sent(mailandonline) | 82>,1.0,0.0,1,0.03617922307529625,0.062418746747512466,0
<A_Complete | 82>,O_Sent(onlineonly),<O_Sent(onlineonly) | 82>,1.0,0.0,1,0.018717096443545318,0.062418746747512466,0
<A_Complete | 82>,W_Validateapplication,<W_Validateapplication | 82>,1.0,0.0,1,0.03408404682387836,0.062418746747512466,0
<A_Complete | 87>,O_CreateOffer,<O_CreateOffer | 23>,1.0,0.0,2,0.10349966160955694,0.12435300177159625,1
<A_Complete | 99>,O_Cancelled,<O_Cancelled | 72>,1.0,0.0,1,0.022092056759551625,0.062418746747512466,1
<A_Concept | 40>,A_Accepted,<A_Accepted | 15>,1.0,0.0,1565,0.721800199626316,1.0,1
<A_Concept | 40>,W_Completeapplication,<W_Completeapplication | 15>,1.0,0.0,12072,0.7215898584228854,1.0,0
<A_Concept | 40>,W_Shortenedcompletion,<W_Shortenedcompletion | 15>,1.0,0.0,13,0.28882616889030466,0.6709670742068736,0
<A_Concept | 84>,A_Accepted,<A_Accepted | 36>,0.999624765478424,0.0,2664,0.7213360682223365,1.0,1
<A_Concept | 84>,A_Accepted,<A_Accepted | 84>,0.0003752345215759,0.0,1,0.7213360682223365,1.0,1
<A_Concept | 84>,W_Shortenedcompletion,<W_Shortenedcompletion | 36>,1.0,0.0,3,0.11097319123033356,0.18533319990813957,0
<A_Concept | 86>,A_Accepted,<A_Accepted | 36>,0.0102090422946037,0.0,63,0.7986668643615407,1.0,1
<A_Concept | 86>,A_Accepted,<A_Accepted | 8>,0.9897909577053962,0.0,6108,0.7986668643615407,1.0,1
<A_Concept | 86>,W_Assesspotentialfraud,<W_Assesspotentialfraud | 8>,1.0,0.0,3,0.011301807844430398,0.18533319990813957,0
<A_Concept | 86>,W_Completeapplication,<W_Completeapplication | 8>,1.0,0.0,4,0.08058670049968879,0.24491866240370908,0
<A_CreateApplication | 0>,A_Submitted,<A_Submitted | 29>,1.0,0.0,16381,0.7228661656793248,1.0,0
<A_CreateApplication | 0>,W_Completeapplication,<W_Completeapplication | 29>,1.0,0.0,6115,0.7986667721879191,1.0,1
<A_Denied | 18>,END,<END | 18>,1.0,0.0410873162110449,1,0.002564618785112175,0.062418746747512466,1
<A_Denied | 26>,END,<END | 98>,1.0,0.0425411236659901,1,0.002655363624462045,0.062418746747512466,1
<A_Denied | 2>,END,<END | 2>,1.0,0.0427816273903517,3,0.007928855901531591,0.18533319990813957,1
<A_Denied | 3>,END,<END | 3>,1.0,0.0427978770460862,6,0.015336935873172277,0.35835739835078606,1
<A_Denied | 41>,END,<END | 98>,1.0,0.0425411236659901,1,0.002655363624462045,0.062418746747512466,1
<A_Denied | 48>,END,<END | 48>,0.6,0.0427660367376484,3,0.01291846205544258,0.3027097293321085,1
<A_Denied | 48>,END,<END | 98>,0.4,0.0425411236659901,2,0.01291846205544258,0.3027097293321085,1
<A_Denied | 70>,END,<END | 70>,1.0,0.042791512708618,1,0.002670992594702188,0.062418746747512466,1
<A_Denied | 7>,END,<END | 7>,1.0,0.0427452815589269,2,0.0053155040734246175,0.12435300177159625,1
<A_Denied | 83>,END,<END | 83>,1.0,0.0428039353309419,1,0.0026717679992189635,0.062418746747512466,1
<A_Denied | 90>,END,<END | 90>,1.0,0.0427574526417145,1,0.0026688666080119353,0.062418746747512466,1
<A_Denied | 93>,END,<END | 98>,1.0,0.0425411236659901,2,0.0052901164266025615,0.12435300177159625,1
<A_Incomplete | 12>,A_Denied,<O_Refused | 31>,1.0,0.0,1,1.348861436619341e-05,0.062418746747512466,0
<A_Incomplete | 12>,O_Cancelled,<O_Cancelled | 12>,1.0,0.0,1,0.0060596270825513205,0.062418746747512466,0
<A_Incomplete | 12>,O_CreateOffer,<O_CreateOffer | 12>,0.9047619047619048,0.0,19,0.36738483441864495,0.8649066177207418,0
<A_Incomplete | 12>,O_CreateOffer,<O_CreateOffer | 68>,0.0952380952380952,0.0,2,0.36738483441864495,0.8649066177207418,0
<A_Incomplete | 12>,W_Validateapplication,<W_Validateapplication | 12>,0.8961748633879781,0.0,164,0.8405671292326479,0.9999999997674354,1
<A_Incomplete | 12>,W_Validateapplication,<W_Validateapplication | 68>,0.1038251366120218,0.0,19,0.8405671292326479,0.9999999997674354,1
<A_Incomplete | 13>,A_Denied,<O_Refused | 31>,1.0,0.0,7,8.893978259633806e-05,0.4115700556740225,0
<A_Incomplete | 13>,O_Cancelled,<A_Cancelled | 52>,0.1666666666666666,0.0,1,0.03487749188950798,0.35835739835078606,0
<A_Incomplete | 13>,O_Cancelled,<O_Cancelled | 13>,0.8333333333333334,0.0,5,0.03487749188950798,0.35835739835078606,0
<A_Incomplete | 13>,O_CreateOffer,<O_CreateOffer | 13>,0.746031746031746,0.0,47,0.7078195974341686,0.9992400309704963,0
<A_Incomplete | 13>,O_CreateOffer,<O_CreateOffer | 28>,0.0158730158730158,0.0,1,0.7078195974341686,0.9992400309704963,0
<A_Incomplete | 13>,O_CreateOffer,<O_CreateOffer | 76>,0.238095238095238,0.0,15,0.7078195974341686,0.9992400309704963,0
<A_Incomplete | 13>,W_Validateapplication,<W_Validateapplication | 13>,0.7216748768472906,0.0,293,0.903505594720948,1.0,1
<A_Incomplete | 13>,W_Validateapplication,<W_Validateapplication | 28>,0.0172413793103448,0.0,7,0.903505594720948,1.0,1
<A_Incomplete | 13>,W_Validateapplication,<W_Validateapplication | 76>,0.2610837438423645,0.0,106,0.903505594720948,1.0,1
<A_Incomplete | 14>,A_Denied,<O_Refused | 98>,1.0,0.0,65,0.0,0.9994080857729738,0
<A_Incomplete | 14>,O_Cancelled,<A_Cancelled | 41>,0.175,0.0,7,0.48630277246065035,0.9866142981514303,0
<A_Incomplete | 14>,O_Cancelled,<A_Cancelled | 48>,0.05,0.0,2,0.48630277246065035,0.9866142981514303,0
<A_Incomplete | 14>,O_Cancelled,<A_Cancelled | 93>,0.075,0.0,3,0.48630277246065035,0.9866142981514303,0
<A_Incomplete | 14>,O_Cancelled,<O_Cancelled | 41>,0.125,0.0,5,0.48630277246065035,0.9866142981514303,0
<A_Incomplete | 14>,O_Cancelled,<O_Cancelled | 93>,0.575,0.0,23,0.48630277246065035,0.9866142981514303,0
<A_Incomplete | 14>,O_CreateOffer,<O_CreateOffer | 1>,0.0016528925619834,0.0,1,0.8424572594216777,1.0,0
<A_Incomplete | 14>,O_CreateOffer,<O_CreateOffer | 41>,0.3024793388429752,0.0,183,0.8424572594216777,1.0,0
<A_Incomplete | 14>,O_CreateOffer,<O_CreateOffer | 93>,0.6958677685950413,0.0,421,0.8424572594216777,1.0,0
<A_Incomplete | 14>,W_Assesspotentialfraud,<W_Assesspotentialfraud | 41>,0.5,0.0,3,0.009945653528392571,0.35835739835078606,0
<A_Incomplete | 14>,W_Assesspotentialfraud,<W_Assesspotentialfraud | 93>,0.5,0.0,3,0.009945653528392571,0.35835739835078606,0
<A_Incomplete | 14>,W_Callafteroffers,<O_Accepted | 1>,1.0,0.0,1,0.018206463358410294,0.062418746747512466,0
<A_Incomplete | 14>,W_Validateapplication,<W_Validateapplication | 1>,0.0062463400351356,0.0,32,0.9312929245825045,1.0,1
