s,a,s',p_r,reward,number_occurrences,q,scale_factor,policy
<>,START,<START>,1.0,0.0,22496,0.7248579489414047,1,1
<A_Accepted | 15>,O_CreateOffer,<O_CreateOffer | 15>,0.9838082901554404,0.0,1519,0.621038176535988,1,1
<A_Cancelled | 4>,O_Cancelled,<O_Cancelled | 4>,1.0,0.0,3,0.0,0,1
<A_Cancelled | 50>,O_Cancelled,<O_Cancelled | 46>,0.5384615384615384,0.0,7,0.0,0,1
<A_Cancelled | 50>,O_Cancelled,<O_Cancelled | 50>,0.4615384615384615,0.0,6,0.0,0,1
<A_Cancelled | 52>,END,<END | 62>,1.0,0.0045500447621711,3,0.0,0,1
<A_Cancelled | 52>,O_Cancelled,<O_Cancelled | 52>,0.1666666666666666,0.0,1,0.0,0,1
<A_Cancelled | 52>,O_Cancelled,<O_Cancelled | 62>,0.8333333333333334,0.0,5,0.0,0,1
<A_Cancelled | 5>,O_Cancelled,<O_Cancelled | 5>,1.0,0.0,9,0.0,0,1
<A_Cancelled | 61>,O_Cancelled,<O_Cancelled | 61>,0.9285714285714286,0.0,13,0.0,0,1
<A_Cancelled | 61>,O_Cancelled,<O_Cancelled | 62>,0.0714285714285714,0.0,1,0.0,0,1
<A_Cancelled | 63>,O_Cancelled,<O_Cancelled | 63>,1.0,0.0,28,0.0,0,1
<A_Cancelled | 64>,O_Cancelled,<O_Cancelled | 64>,1.0,0.0,2,0.0,0,1
<A_Cancelled | 68>,O_Cancelled,<O_Cancelled | 68>,1.0,0.0,5,0.0,0,1
<A_Cancelled | 70>,END,<END | 70>,1.0,0.042791512708618,2,0.0,0,1
<A_Cancelled | 70>,O_Cancelled,<O_Cancelled | 70>,1.0,0.0,11,0.0,0,1
<A_Cancelled | 71>,END,<END | 24>,1.0,0.0140098271870341,15,0.0,0,0
<A_Cancelled | 71>,O_Cancelled,<O_Cancelled | 34>,1.0,0.0,1103,0.026137555414791906,1,1
<A_Cancelled | 72>,O_Cancelled,<O_Cancelled | 46>,0.0478260869565217,0.0,11,0.08801338891210063,1,1
<A_Cancelled | 72>,O_Cancelled,<O_Cancelled | 72>,0.9521739130434784,0.0,219,0.08801338891210063,1,1
<A_Cancelled | 73>,O_Cancelled,<O_Cancelled | 73>,1.0,0.0,3,0.0,0,1
<A_Cancelled | 75>,END,<END | 75>,1.0,0.0423837334405656,1,0.0,0,1
<A_Cancelled | 75>,O_Cancelled,<O_Cancelled | 75>,1.0,0.0,14,0.0,0,1
<A_Cancelled | 76>,O_Cancelled,<O_Cancelled | 76>,1.0,0.0,15,0.0,0,1
<A_Cancelled | 7>,END,<END | 38>,0.8666666666666667,0.0236232151684553,13,0.0,0,0
<A_Cancelled | 7>,END,<END | 46>,0.1333333333333333,0.0263238087787928,2,0.0,0,0
<A_Cancelled | 7>,O_Cancelled,<O_Cancelled | 38>,0.8652173913043478,0.0,199,0.026323808778792798,1,1
<A_Cancelled | 7>,O_Cancelled,<O_Cancelled | 46>,0.1347826086956521,0.0,31,0.026323808778792798,1,1
<A_Cancelled | 80>,O_Cancelled,<O_Cancelled | 80>,1.0,0.0,1,0.0,0,1
<A_Cancelled | 82>,END,<END | 46>,1.0,0.0263238087787928,1,0.0,0,1
<A_Cancelled | 82>,O_Cancelled,<O_Cancelled | 46>,0.1428571428571428,0.0,2,0.0,0,1
<A_Cancelled | 82>,O_Cancelled,<O_Cancelled | 82>,0.8571428571428571,0.0,12,0.0,0,1
<A_Cancelled | 83>,END,<END | 83>,1.0,0.0428039353309419,2,0.0,0,1
<A_Cancelled | 83>,O_Cancelled,<O_Cancelled | 83>,1.0,0.0,23,0.0,0,1
<A_Cancelled | 87>,O_Cancelled,<O_Cancelled | 87>,1.0,0.0,4,0.0,0,1
<A_Cancelled | 88>,O_Cancelled,<O_Cancelled | 62>,0.0303030303030303,0.0,1,0.0,0,1
<A_Cancelled | 88>,O_Cancelled,<O_Cancelled | 88>,0.9696969696969696,0.0,32,0.0,0,1
<A_Cancelled | 90>,END,<END | 24>,1.0,0.0140098271870341,7,0.0,0,0
<A_Cancelled | 90>,O_Cancelled,<O_Cancelled | 34>,1.0,0.0,784,0.026137555414791906,1,1
<A_Cancelled | 93>,END,<END | 62>,1.0,0.0045500447621711,3,0.0,0,0
<A_Cancelled | 93>,O_Cancelled,<O_Cancelled | 93>,1.0,0.0,200,0.0045500447621712,1,1
<A_Cancelled | 94>,O_Cancelled,<O_Cancelled | 34>,0.9872340425531916,0.0,1160,0.026967015800532332,1,1
<A_Cancelled | 94>,O_Cancelled,<O_Cancelled | 72>,0.0127659574468085,0.0,15,0.026967015800532332,1,1
<A_Cancelled | 96>,O_Cancelled,<O_Cancelled | 96>,1.0,0.0,3,0.0,0,1
<A_Complete | 11>,A_Denied,<O_Refused | 71>,1.0,0.0,16,0.0,0,0
<A_Complete | 11>,O_Cancelled,<A_Cancelled | 71>,0.1948051948051948,0.0,15,0.5406319749709717,1,0
<A_Complete | 11>,O_Cancelled,<O_Cancelled | 71>,0.8051948051948052,0.0,62,0.5406319749709717,1,0
<A_Complete | 11>,O_CreateOffer,<O_CreateOffer | 23>,0.0023612750885478,0.0,2,0.6649705770028427,1,0
<A_Complete | 11>,O_CreateOffer,<O_CreateOffer | 71>,0.9976387249114522,0.0,845,0.6649705770028427,1,0
<A_Complete | 11>,W_Assesspotentialfraud,<W_Assesspotentialfraud | 71>,1.0,0.0,2,0.0,0,0
<A_Complete | 11>,W_Callafteroffers,<W_Callafteroffers | 71>,1.0,0.0,4,0.0,0,0
<A_Complete | 11>,W_Validateapplication,<W_Validateapplication | 71>,1.0,0.0,3426,0.8602485640271715,1,1
<A_Complete | 3>,O_Cancelled,<O_Cancelled | 2>,1.0,0.0,1,0.0,0,1
<A_Complete | 3>,O_CreateOffer,<O_CreateOffer | 2>,1.0,0.0,2,0.0,0,1
<A_Complete | 44>,A_Denied,<O_Refused | 2>,0.7906976744186046,0.0,34,0.0,0,0
<A_Complete | 44>,A_Denied,<O_Refused | 90>,0.2093023255813953,0.0,9,0.0,0,0
<A_Complete | 44>,O_Cancelled,<A_Cancelled | 2>,0.2695652173913043,0.0,31,0.34426601157303083,1,0
<A_Complete | 44>,O_Cancelled,<A_Cancelled | 90>,0.0521739130434782,0.0,6,0.34426601157303083,1,0
<A_Complete | 44>,O_Cancelled,<O_Cancelled | 2>,0.5304347826086957,0.0,61,0.34426601157303083,1,0
<A_Complete | 44>,O_Cancelled,<O_Cancelled | 90>,0.1478260869565217,0.0,17,0.34426601157303083,1,0
<A_Complete | 44>,O_CreateOffer,<O_CreateOffer | 23>,0.0021857923497267,0.0,4,0.6231201541687328,1,0
<A_Complete | 44>,O_CreateOffer,<O_CreateOffer | 2>,0.8120218579234972,0.0,1486,0.6231201541687328,1,0
<A_Complete | 44>,O_CreateOffer,<O_CreateOffer | 90>,0.1857923497267759,0.0,340,0.6231201541687328,1,0
<A_Complete | 44>,W_Assesspotentialfraud,<W_Assesspotentialfraud | 2>,0.6666666666666666,0.0,2,0.0,0,0
<A_Complete | 44>,W_Assesspotentialfraud,<W_Assesspotentialfraud | 90>,0.3333333333333333,0.0,1,0.0,0,0
<A_Complete | 44>,W_Callafteroffers,<W_Callafteroffers | 2>,1.0,0.0,2,0.0,0,0
<A_Complete | 44>,W_Shortenedcompletion,<A_Cancelled | 2>,0.3448275862068966,0.0,10,0.0,0,0
<A_Complete | 44>,W_Shortenedcompletion,<W_Shortenedcompletion | 2>,0.4827586206896552,0.0,14,0.0,0,0
<A_Complete | 44>,W_Shortenedcompletion,<W_Shortenedcompletion | 90>,0.1724137931034483,0.0,5,0.0,0,0
<A_Complete | 44>,W_Validateapplication,<W_Validateapplication | 2>,0.8292773777005215,0.0,6679,0.8640579461128376,1,1
<A_Complete | 44>,W_Validateapplication,<W_Validateapplication | 90>,0.1707226222994785,0.0,1375,0.8640579461128376,1,1
<A_Complete | 50>,W_Validateapplication,<W_Validateapplication | 50>,1.0,0.0,2,0.0,0,1
<A_Complete | 70>,O_Cancelled,<O_Cancelled | 90>,1.0,0.0,1,0.0,0,1
<A_Complete | 70>,O_CreateOffer,<O_CreateOffer | 90>,1.0,0.0,4,0.0,0,1
<A_Complete | 70>,W_Validateapplication,<W_Validateapplication | 90>,1.0,0.0,1,0.0,0,1
<A_Complete | 72>,O_Cancelled,<A_Cancelled | 7>,0.5,0.0,1,0.0,0,1
<A_Complete | 72>,O_Cancelled,<O_Cancelled | 72>,0.5,0.0,1,0.0,0,1
<A_Complete | 72>,O_CreateOffer,<O_CreateOffer | 72>,1.0,0.0,9,0.0,0,1
<A_Complete | 72>,O_Sent(mailandonline),<O_Sent(mailandonline) | 72>,1.0,0.0,1,0.0,0,1
<A_Complete | 72>,W_Validateapplication,<W_Validateapplication | 72>,1.0,0.0,22,0.0,0,1
<A_Complete | 79>,A_Denied,<O_Refused | 23>,0.0588235294117647,0.0,1,0.0,0,0
<A_Complete | 79>,A_Denied,<O_Refused | 7>,0.1176470588235294,0.0,2,0.0,0,0
<A_Complete | 79>,A_Denied,<O_Refused | 94>,0.8235294117647058,0.0,14,0.0,0,0
<A_Complete | 79>,O_Cancelled,<A_Cancelled | 7>,0.2064516129032258,0.0,32,0.5286724479672522,1,0
<A_Complete | 79>,O_Cancelled,<O_Cancelled | 23>,0.3419354838709677,0.0,53,0.5286724479672522,1,0
<A_Complete | 79>,O_Cancelled,<O_Cancelled | 72>,0.0064516129032258,0.0,1,0.5286724479672522,1,0
<A_Complete | 79>,O_Cancelled,<O_Cancelled | 7>,0.0193548387096774,0.0,3,0.5286724479672522,1,0
<A_Complete | 79>,O_Cancelled,<O_Cancelled | 90>,0.032258064516129,0.0,5,0.5286724479672522,1,0
<A_Complete | 79>,O_Cancelled,<O_Cancelled | 94>,0.3935483870967742,0.0,61,0.5286724479672522,1,0
<A_Complete | 79>,O_CreateOffer,<O_CreateOffer | 23>,0.03862660944206,0.0,18,0.5774472608761388,1,0
<A_Complete | 79>,O_CreateOffer,<O_CreateOffer | 72>,0.0042918454935622,0.0,2,0.5774472608761388,1,0
<A_Complete | 79>,O_CreateOffer,<O_CreateOffer | 7>,0.0944206008583691,0.0,44,0.5774472608761388,1,0
<A_Complete | 79>,O_CreateOffer,<O_CreateOffer | 90>,0.0085836909871244,0.0,4,0.5774472608761388,1,0
<A_Complete | 79>,O_CreateOffer,<O_CreateOffer | 94>,0.8540772532188842,0.0,398,0.5774472608761388,1,0
<A_Complete | 79>,O_Sent(mailandonline),<A_Cancelled | 94>,0.1304347826086956,0.0,3,0.0,0,0
<A_Complete | 79>,O_Sent(mailandonline),<O_Sent(mailandonline) | 23>,0.5652173913043478,0.0,13,0.0,0,0
<A_Complete | 79>,O_Sent(mailandonline),<O_Sent(mailandonline) | 7>,0.0434782608695652,0.0,1,0.0,0,0
<A_Complete | 79>,O_Sent(mailandonline),<O_Sent(mailandonline) | 90>,0.1739130434782608,0.0,4,0.0,0,0
<A_Complete | 79>,O_Sent(mailandonline),<O_Sent(mailandonline) | 94>,0.0869565217391304,0.0,2,0.0,0,0
<A_Complete | 79>,O_Sent(onlineonly),<O_Sent(onlineonly) | 90>,1.0,0.0,1,0.0,0,0
<A_Complete | 79>,W_Callafteroffers,<W_Callafteroffers | 94>,1.0,0.0,1,0.0,0,0
<A_Complete | 79>,W_Shortenedcompletion,<A_Cancelled | 7>,0.5,0.0,1,0.0,0,0
<A_Complete | 79>,W_Shortenedcompletion,<W_Shortenedcompletion | 23>,0.5,0.0,1,0.0,0,0
<A_Complete | 79>,W_Validateapplication,<W_Validateapplication | 23>,0.0624479600333055,0.0,75,0.7882065595297513,1,1
<A_Complete | 79>,W_Validateapplication,<W_Validateapplication | 72>,0.0099916736053288,0.0,12,0.7882065595297513,1,1
<A_Complete | 79>,W_Validateapplication,<W_Validateapplication | 7>,0.1648626144879267,0.0,198,0.7882065595297513,1,1
<A_Complete | 79>,W_Validateapplication,<W_Validateapplication | 90>,0.0066611157368859,0.0,8,0.7882065595297513,1,1
<A_Complete | 79>,W_Validateapplication,<W_Validateapplication | 94>,0.7560366361365529,0.0,908,0.7882065595297513,1,1
<A_Complete | 7>,O_Cancelled,<O_Cancelled | 7>,1.0,0.0,1,0.0,0,1
<A_Complete | 7>,O_CreateOffer,<O_CreateOffer | 7>,1.0,0.0,15,0.0,0,1
<A_Complete | 7>,W_Validateapplication,<W_Validateapplication | 7>,1.0,0.0,18,0.0,0,1
<A_Complete | 82>,O_CreateOffer,<O_CreateOffer | 82>,1.0,0.0,3,0.0,0,1
<A_Complete | 82>,O_Sent(mailandonline),<O_Sent(mailandonline) | 82>,1.0,0.0,1,0.0,0,1
<A_Complete | 82>,O_Sent(onlineonly),<O_Sent(onlineonly) | 82>,1.0,0.0,1,0.0,0,1
<A_Complete | 82>,W_Validateapplication,<W_Validateapplication | 82>,1.0,0.0,1,0.0,0,1
<A_Complete | 87>,O_CreateOffer,<O_CreateOffer | 23>,1.0,0.0,2,0.0,0,1
<A_Complete | 99>,O_Cancelled,<O_Cancelled | 72>,1.0,0.0,1,0.0,0,1
<A_Concept | 40>,A_Accepted,<A_Accepted | 15>,1.0,0.0,1565,0.6210381736054998,1,1
<A_Concept | 40>,W_Completeapplication,<W_Completeapplication | 15>,1.0,0.0,12072,0.6203617397535208,1,0
<A_Concept | 40>,W_Shortenedcompletion,<W_Shortenedcompletion | 15>,1.0,0.0,13,0.0,0,0
<A_Concept | 84>,A_Accepted,<A_Accepted | 36>,0.999624765478424,0.0,2664,0.6201289615768707,1,1
<A_Concept | 84>,A_Accepted,<A_Accepted | 84>,0.0003752345215759,0.0,1,0.6201289615768707,1,1
<A_Concept | 84>,W_Shortenedcompletion,<W_Shortenedcompletion | 36>,1.0,0.0,3,0.0,0,0
<A_Concept | 86>,A_Accepted,<A_Accepted | 36>,0.0102090422946037,0.0,63,0.7248579612097208,1,1
<A_Concept | 86>,A_Accepted,<A_Accepted | 8>,0.9897909577053962,0.0,6108,0.7248579612097208,1,1
<A_Concept | 86>,W_Assesspotentialfraud,<W_Assesspotentialfraud | 8>,1.0,0.0,3,0.0,0,0
<A_Concept | 86>,W_Completeapplication,<W_Completeapplication | 8>,1.0,0.0,4,0.0,0,0
<A_CreateApplication | 0>,A_Submitted,<A_Submitted | 29>,1.0,0.0,16381,0.6225457756350692,1,0
<A_CreateApplication | 0>,W_Completeapplication,<W_Completeapplication | 29>,1.0,0.0,6115,0.7248579551542025,1,1
<A_Denied | 18>,END,<END | 18>,1.0,0.0410873162110449,1,0.0,0,1
<A_Denied | 26>,END,<END | 98>,1.0,0.0425411236659901,1,0.0,0,1
<A_Denied | 2>,END,<END | 2>,1.0,0.0427816273903517,3,0.0,0,1
<A_Denied | 3>,END,<END | 3>,1.0,0.0427978770460862,6,0.0,0,1
<A_Denied | 41>,END,<END | 98>,1.0,0.0425411236659901,1,0.0,0,1
<A_Denied | 48>,END,<END | 48>,0.6,0.0427660367376484,3,0.0,0,1
<A_Denied | 48>,END,<END | 98>,0.4,0.0425411236659901,2,0.0,0,1
<A_Denied | 70>,END,<END | 70>,1.0,0.042791512708618,1,0.0,0,1
<A_Denied | 7>,END,<END | 7>,1.0,0.0427452815589269,2,0.0,0,1
<A_Denied | 83>,END,<END | 83>,1.0,0.0428039353309419,1,0.0,0,1
<A_Denied | 90>,END,<END | 90>,1.0,0.0427574526417145,1,0.0,0,1
<A_Denied | 93>,END,<END | 98>,1.0,0.0425411236659901,2,0.0,0,1
<A_Incomplete | 12>,A_Denied,<O_Refused | 31>,1.0,0.0,1,0.0,0,0
<A_Incomplete | 12>,O_Cancelled,<O_Cancelled | 12>,1.0,0.0,1,0.0,0,0
<A_Incomplete | 12>,O_CreateOffer,<O_CreateOffer | 12>,0.9047619047619048,0.0,19,0.0,0,0
<A_Incomplete | 12>,O_CreateOffer,<O_CreateOffer | 68>,0.0952380952380952,0.0,2,0.0,0,0
<A_Incomplete | 12>,W_Validateapplication,<W_Validateapplication | 12>,0.8961748633879781,0.0,164,0.7719000880004004,1,1
<A_Incomplete | 12>,W_Validateapplication,<W_Validateapplication | 68>,0.1038251366120218,0.0,19,0.7719000880004004,1,1
<A_Incomplete | 13>,A_Denied,<O_Refused | 31>,1.0,0.0,7,0.0,0,0
<A_Incomplete | 13>,O_Cancelled,<A_Cancelled | 52>,0.1666666666666666,0.0,1,0.0,0,0
<A_Incomplete | 13>,O_Cancelled,<O_Cancelled | 13>,0.8333333333333334,0.0,5,0.0,0,0
<A_Incomplete | 13>,O_CreateOffer,<O_CreateOffer | 13>,0.746031746031746,0.0,47,0.20048356808781548,1,0
<A_Incomplete | 13>,O_CreateOffer,<O_CreateOffer | 28>,0.0158730158730158,0.0,1,0.20048356808781548,1,0
<A_Incomplete | 13>,O_CreateOffer,<O_CreateOffer | 76>,0.238095238095238,0.0,15,0.20048356808781548,1,0
<A_Incomplete | 13>,W_Validateapplication,<W_Validateapplication | 13>,0.7216748768472906,0.0,293,0.8064739587527255,1,1
<A_Incomplete | 13>,W_Validateapplication,<W_Validateapplication | 28>,0.0172413793103448,0.0,7,0.8064739587527255,1,1
<A_Incomplete | 13>,W_Validateapplication,<W_Validateapplication | 76>,0.2610837438423645,0.0,106,0.8064739587527255,1,1
<A_Incomplete | 14>,A_Denied,<O_Refused | 98>,1.0,0.0,65,0.0,1,0
<A_Incomplete | 14>,O_Cancelled,<A_Cancelled | 41>,0.175,0.0,7,0.0,0,0
<A_Incomplete | 14>,O_Cancelled,<A_Cancelled | 48>,0.05,0.0,2,0.0,0,0
<A_Incomplete | 14>,O_Cancelled,<A_Cancelled | 93>,0.075,0.0,3,0.0,0,0
<A_Incomplete | 14>,O_Cancelled,<O_Cancelled | 41>,0.125,0.0,5,0.0,0,0
<A_Incomplete | 14>,O_Cancelled,<O_Cancelled | 93>,0.575,0.0,23,0.0,0,0
<A_Incomplete | 14>,O_CreateOffer,<O_CreateOffer | 1>,0.0016528925619834,0.0,1,0.6902666356780854,1,0
<A_Incomplete | 14>,O_CreateOffer,<O_CreateOffer | 41>,0.3024793388429752,0.0,183,0.6902666356780854,1,0
<A_Incomplete | 14>,O_CreateOffer,<O_CreateOffer | 93>,0.6958677685950413,0.0,421,0.6902666356780854,1,0
<A_Incomplete | 14>,W_Assesspotentialfraud,<W_Assesspotentialfraud | 41>,0.5,0.0,3,0.0,0,0
<A_Incomplete | 14>,W_Assesspotentialfraud,<W_Assesspotentialfraud | 93>,0.5,0.0,3,0.0,0,0
<A_Incomplete | 14>,W_Callafteroffers,<O_Accepted | 1>,1.0,0.0,1,0.0,0,0
<A_Incomplete | 14>,W_Validateapplication,<W_Validateapplication | 1>,0.0062463400351356,0.0,32,0.9072989046502982,1,1
<A_Incomplete | 14>,W_Validateapplication,<W_Validateapplication | 26>,0.0001951981260979,0.0,1,0.9072989046502982,1,1
<A_Incomplete | 14>,W_Validateapplication,<W_Validateapplication | 41>,0.3052898692172555,0.0,1564,0.9072989046502982,1,1
<A_Incomplete | 14>,W_Validateapplication,<W_Validateapplication | 45>,0.0003903962521959,0.0,2,0.9072989046502982,1,1
<A_Incomplete | 14>,W_Validateapplication,<W_Validateapplication | 93>,0.6878781963693149,0.0,3524,0.9072989046502982,1,1
<A_Incomplete | 18>,O_CreateOffer,<O_CreateOffer | 18>,1.0,0.0,8,0.0,0,1
<A_Incomplete | 18>,W_Validateapplication,<W_Validateapplication | 18>,0.8,0.0,32,0.0,0,1
<A_Incomplete | 18>,W_Validateapplication,<W_Validateapplication | 4>,0.075,0.0,3,0.0,0,1
<A_Incomplete | 18>,W_Validateapplication,<W_Validateapplication | 52>,0.075,0.0,3,0.0,0,1
<A_Incomplete | 18>,W_Validateapplication,<W_Validateapplication | 95>,0.05,0.0,2,0.0,0,1
<A_Incomplete | 26>,A_Denied,<O_Refused | 98>,1.0,0.0,24,0.0,0,0
<A_Incomplete | 26>,O_Cancelled,<A_Cancelled | 48>,1.0,0.0,6,0.0,0,0
<A_Incomplete | 26>,O_CreateOffer,<O_CreateOffer | 28>,1.0,0.0,190,0.6736953785673785,1,0
<A_Incomplete | 26>,W_Validateapplication,<W_Validateapplication | 28>,1.0,0.0,1479,0.9005675972570737,1,1
<A_Incomplete | 28>,O_CreateOffer,<O_CreateOffer | 28>,0.6666666666666666,0.0,2,0.0,0,1
<A_Incomplete | 28>,O_CreateOffer,<O_CreateOffer | 63>,0.3333333333333333,0.0,1,0.0,0,1
<A_Incomplete | 28>,W_Validateapplication,<W_Validateapplication | 28>,0.6875,0.0,11,0.0,0,1
<A_Incomplete | 28>,W_Validateapplication,<W_Validateapplication | 63>,0.3125,0.0,5,0.0,0,1
<A_Incomplete | 33>,O_CreateOffer,<O_CreateOffer | 33>,1.0,0.0,5,0.0,0,0
<A_Incomplete | 33>,W_Validateapplication,<W_Validateapplication | 33>,0.8085106382978723,0.0,38,0.5007041124040185,1,1
<A_Incomplete | 33>,W_Validateapplication,<W_Validateapplication | 68>,0.1702127659574468,0.0,8,0.5007041124040185,1,1
<A_Incomplete | 33>,W_Validateapplication,<W_Validateapplication | 80>,0.0212765957446808,0.0,1,0.5007041124040185,1,1
<A_Incomplete | 45>,O_CreateOffer,<O_CreateOffer | 12>,0.8571428571428571,0.0,6,0.0,0,1
<A_Incomplete | 45>,O_CreateOffer,<O_CreateOffer | 45>,0.1428571428571428,0.0,1,0.0,0,1
<A_Incomplete | 45>,W_Validateapplication,<W_Validateapplication | 12>,0.7391304347826086,0.0,34,0.0,0,1
<A_Incomplete | 45>,W_Validateapplication,<W_Validateapplication | 33>,0.0217391304347826,0.0,1,0.0,0,1
<A_Incomplete | 45>,W_Validateapplication,<W_Validateapplication | 45>,0.2391304347826087,0.0,11,0.0,0,1
<A_Incomplete | 47>,O_CreateOffer,<O_CreateOffer | 47>,1.0,0.0,1,0.0,0,1
<A_Incomplete | 47>,O_Sent(onlineonly),<O_Accepted | 12>,0.6666666666666666,0.0,2,0.0,0,1
<A_Incomplete | 47>,O_Sent(onlineonly),<O_Sent(onlineonly) | 13>,0.3333333333333333,0.0,1,0.0,0,1
<A_Incomplete | 47>,W_Validateapplication,<W_Validateapplication | 13>,0.5,0.0,1,0.0,0,1
<A_Incomplete | 47>,W_Validateapplication,<W_Validateapplication | 76>,0.5,0.0,1,0.0,0,1
<A_Incomplete | 48>,A_Denied,<O_Refused | 98>,1.0,0.0,1,0.0,0,0
<A_Incomplete | 48>,O_CreateOffer,<O_CreateOffer | 48>,0.1818181818181818,0.0,2,0.0,0,0
<A_Incomplete | 48>,O_CreateOffer,<O_CreateOffer | 52>,0.8181818181818182,0.0,9,0.0,0,0
<A_Incomplete | 48>,O_Sent(mailandonline),<O_Returned | 18>,1.0,0.0,1,0.0,0,0
