s,a,s',p_r,reward,number_occurrences,q,scale_factor,policy
<>,START,<START>,1.0,0.0,22496,0.9098719608173883,1.0,1
<A_Accepted | 15>,O_CreateOffer,<O_CreateOffer | 15>,0.9838082901554404,0.0,1519,0.893785159083737,1.0,1
<A_Cancelled | 88>,O_Cancelled,<O_Cancelled | 62>,0.0303030303030303,0.0,1,0.2581333501701407,0.9999998634879418,1
<A_Cancelled | 88>,O_Cancelled,<O_Cancelled | 88>,0.9696969696969696,0.0,32,0.2581333501701407,0.9999998634879418,1
<A_Cancelled | 90>,END,<END | 24>,1.0,0.0140098271870341,7,0.013188508612448163,0.9413755384972874,0
<A_Cancelled | 90>,O_Cancelled,<O_Cancelled | 34>,1.0,0.0,784,0.8056625849538617,1.0,1
<A_Cancelled | 93>,END,<END | 62>,1.0,0.0045500447621711,3,0.002889956164008238,0.6351489523872873,0
<A_Cancelled | 93>,O_Cancelled,<O_Cancelled | 93>,1.0,0.0,200,0.9150578034641982,1.0,1
<A_Cancelled | 94>,O_Cancelled,<O_Cancelled | 34>,0.9872340425531916,0.0,1160,0.8061347062416313,1.0,1
<A_Cancelled | 94>,O_Cancelled,<O_Cancelled | 72>,0.0127659574468085,0.0,15,0.8061347062416313,1.0,1
<A_Cancelled | 96>,O_Cancelled,<O_Cancelled | 96>,1.0,0.0,3,0.3259120016194814,0.6351489523872873,1
<A_Complete | 11>,A_Denied,<O_Refused | 71>,1.0,0.0,16,0.04275701533631916,0.999329299739067,0
<A_Complete | 11>,O_Cancelled,<A_Cancelled | 71>,0.1948051948051948,0.0,15,0.8773714500544173,1.0,0
<A_Complete | 11>,O_Cancelled,<O_Cancelled | 71>,0.8051948051948052,0.0,62,0.8773714500544173,1.0,0
<A_Complete | 11>,O_CreateOffer,<O_CreateOffer | 23>,0.0023612750885478,0.0,2,0.8947138608133437,1.0,0
<A_Complete | 11>,O_CreateOffer,<O_CreateOffer | 71>,0.9976387249114522,0.0,845,0.8947138608133437,1.0,0
<A_Complete | 11>,W_Assesspotentialfraud,<W_Assesspotentialfraud | 71>,1.0,0.0,2,0.009136985735398442,0.4621171572600098,0
<A_Complete | 11>,W_Callafteroffers,<W_Callafteroffers | 71>,1.0,0.0,4,0.5392481535755531,0.7615941559557649,0
<A_Complete | 11>,W_Validateapplication,<W_Validateapplication | 71>,1.0,0.0,3426,0.9296970847359873,1.0,1
<A_Complete | 3>,O_Cancelled,<O_Cancelled | 2>,1.0,0.0,1,0.21899442766224755,0.24491866240370908,0
<A_Complete | 3>,O_CreateOffer,<O_CreateOffer | 2>,1.0,0.0,2,0.4132029469835831,0.4621171572600098,1
<A_Complete | 44>,A_Denied,<O_Refused | 2>,0.7906976744186046,0.0,34,0.0426567747078635,0.9999999990801889,0
<A_Complete | 44>,A_Denied,<O_Refused | 90>,0.2093023255813953,0.0,9,0.0426567747078635,0.9999999990801889,0
<A_Complete | 44>,O_Cancelled,<A_Cancelled | 2>,0.2695652173913043,0.0,31,0.8649084284670172,1.0,0
<A_Complete | 44>,O_Cancelled,<A_Cancelled | 90>,0.0521739130434782,0.0,6,0.8649084284670172,1.0,0
<A_Complete | 44>,O_Cancelled,<O_Cancelled | 2>,0.5304347826086957,0.0,61,0.8649084284670172,1.0,0
<A_Complete | 44>,O_Cancelled,<O_Cancelled | 90>,0.1478260869565217,0.0,17,0.8649084284670172,1.0,0
<A_Complete | 44>,O_CreateOffer,<O_CreateOffer | 23>,0.0021857923497267,0.0,4,0.8936068976863948,1.0,0
<A_Complete | 44>,O_CreateOffer,<O_CreateOffer | 2>,0.8120218579234972,0.0,1486,0.8936068976863948,1.0,0
<A_Complete | 44>,O_CreateOffer,<O_CreateOffer | 90>,0.1857923497267759,0.0,340,0.8936068976863948,1.0,0
<A_Complete | 44>,W_Assesspotentialfraud,<W_Assesspotentialfraud | 2>,0.6666666666666666,0.0,2,0.046608607622823116,0.6351489523872873,0
<A_Complete | 44>,W_Assesspotentialfraud,<W_Assesspotentialfraud | 90>,0.3333333333333333,0.0,1,0.046608607622823116,0.6351489523872873,0
<A_Complete | 44>,W_Callafteroffers,<W_Callafteroffers | 2>,1.0,0.0,2,0.19794106322088273,0.4621171572600098,0
<A_Complete | 44>,W_Shortenedcompletion,<A_Cancelled | 2>,0.3448275862068966,0.0,10,0.8263822705202942,0.9999989913051835,0
<A_Complete | 44>,W_Shortenedcompletion,<W_Shortenedcompletion | 2>,0.4827586206896552,0.0,14,0.8263822705202942,0.9999989913051835,0
<A_Complete | 44>,W_Shortenedcompletion,<W_Shortenedcompletion | 90>,0.1724137931034483,0.0,5,0.8263822705202942,0.9999989913051835,0
<A_Complete | 44>,W_Validateapplication,<W_Validateapplication | 2>,0.8292773777005215,0.0,6679,0.9297202605570194,1.0,1
<A_Complete | 44>,W_Validateapplication,<W_Validateapplication | 90>,0.1707226222994785,0.0,1375,0.9297202605570194,1.0,1
<A_Complete | 50>,W_Validateapplication,<W_Validateapplication | 50>,1.0,0.0,2,0.3811052549061734,0.4621171572600098,1
<A_Complete | 70>,O_Cancelled,<O_Cancelled | 90>,1.0,0.0,1,0.21771434545864904,0.24491866240370908,0
<A_Complete | 70>,O_CreateOffer,<O_CreateOffer | 90>,1.0,0.0,4,0.6787679269948845,0.7615941559557649,1
<A_Complete | 70>,W_Validateapplication,<W_Validateapplication | 90>,1.0,0.0,1,0.2310640069020229,0.24491866240370908,0
<A_Complete | 72>,O_Cancelled,<A_Cancelled | 7>,0.5,0.0,1,0.3821579763841909,0.4621171572600098,0
<A_Complete | 72>,O_Cancelled,<O_Cancelled | 72>,0.5,0.0,1,0.3821579763841909,0.4621171572600098,0
<A_Complete | 72>,O_CreateOffer,<O_CreateOffer | 72>,1.0,0.0,9,0.8626230551695272,0.9780261147388136,0
<A_Complete | 72>,O_Sent(mailandonline),<O_Sent(mailandonline) | 72>,1.0,0.0,1,0.2188708822298896,0.24491866240370908,0
<A_Complete | 72>,W_Validateapplication,<W_Validateapplication | 72>,1.0,0.0,22,0.8949025751798093,0.9999665971563038,1
<A_Complete | 79>,A_Denied,<O_Refused | 23>,0.0588235294117647,0.0,1,0.041051826660899314,0.9995931460438896,0
<A_Complete | 79>,A_Denied,<O_Refused | 7>,0.1176470588235294,0.0,2,0.041051826660899314,0.9995931460438896,0
<A_Complete | 79>,A_Denied,<O_Refused | 94>,0.8235294117647058,0.0,14,0.041051826660899314,0.9995931460438896,0
<A_Complete | 79>,O_Cancelled,<A_Cancelled | 7>,0.2064516129032258,0.0,32,0.8772792158622151,1.0,0
<A_Complete | 79>,O_Cancelled,<O_Cancelled | 23>,0.3419354838709677,0.0,53,0.8772792158622151,1.0,0
<A_Complete | 79>,O_Cancelled,<O_Cancelled | 72>,0.0064516129032258,0.0,1,0.8772792158622151,1.0,0
<A_Complete | 79>,O_Cancelled,<O_Cancelled | 7>,0.0193548387096774,0.0,3,0.8772792158622151,1.0,0
<A_Complete | 79>,O_Cancelled,<O_Cancelled | 90>,0.032258064516129,0.0,5,0.8772792158622151,1.0,0
<A_Complete | 79>,O_Cancelled,<O_Cancelled | 94>,0.3935483870967742,0.0,61,0.8772792158622151,1.0,0
<A_Complete | 79>,O_CreateOffer,<O_CreateOffer | 23>,0.03862660944206,0.0,18,0.891641821226113,1.0,0
<A_Complete | 79>,O_CreateOffer,<O_CreateOffer | 72>,0.0042918454935622,0.0,2,0.891641821226113,1.0,0
<A_Complete | 79>,O_CreateOffer,<O_CreateOffer | 7>,0.0944206008583691,0.0,44,0.891641821226113,1.0,0
<A_Complete | 79>,O_CreateOffer,<O_CreateOffer | 90>,0.0085836909871244,0.0,4,0.891641821226113,1.0,0
<A_Complete | 79>,O_CreateOffer,<O_CreateOffer | 94>,0.8540772532188842,0.0,398,0.891641821226113,1.0,0
<A_Complete | 79>,O_Sent(mailandonline),<A_Cancelled | 94>,0.1304347826086956,0.0,3,0.8381049323054689,0.9999797400180382,0
<A_Complete | 79>,O_Sent(mailandonline),<O_Sent(mailandonline) | 23>,0.5652173913043478,0.0,13,0.8381049323054689,0.9999797400180382,0
<A_Complete | 79>,O_Sent(mailandonline),<O_Sent(mailandonline) | 7>,0.0434782608695652,0.0,1,0.8381049323054689,0.9999797400180382,0
<A_Complete | 79>,O_Sent(mailandonline),<O_Sent(mailandonline) | 90>,0.1739130434782608,0.0,4,0.8381049323054689,0.9999797400180382,0
<A_Complete | 79>,O_Sent(mailandonline),<O_Sent(mailandonline) | 94>,0.0869565217391304,0.0,2,0.8381049323054689,0.9999797400180382,0
<A_Complete | 79>,O_Sent(onlineonly),<O_Sent(onlineonly) | 90>,1.0,0.0,1,0.05349379656919653,0.24491866240370908,0
<A_Complete | 79>,W_Callafteroffers,<W_Callafteroffers | 94>,1.0,0.0,1,0.1419091109478726,0.24491866240370908,0
<A_Complete | 79>,W_Shortenedcompletion,<A_Cancelled | 7>,0.5,0.0,1,0.23905509425071161,0.4621171572600098,0
<A_Complete | 79>,W_Shortenedcompletion,<W_Shortenedcompletion | 23>,0.5,0.0,1,0.23905509425071161,0.4621171572600098,0
<A_Complete | 79>,W_Validateapplication,<W_Validateapplication | 23>,0.0624479600333055,0.0,75,0.9094345538000053,1.0,1
<A_Complete | 79>,W_Validateapplication,<W_Validateapplication | 72>,0.0099916736053288,0.0,12,0.9094345538000053,1.0,1
<A_Complete | 79>,W_Validateapplication,<W_Validateapplication | 7>,0.1648626144879267,0.0,198,0.9094345538000053,1.0,1
<A_Complete | 79>,W_Validateapplication,<W_Validateapplication | 90>,0.0066611157368859,0.0,8,0.9094345538000053,1.0,1
<A_Complete | 79>,W_Validateapplication,<W_Validateapplication | 94>,0.7560366361365529,0.0,908,0.9094345538000053,1.0,1
<A_Complete | 7>,O_Cancelled,<O_Cancelled | 7>,1.0,0.0,1,0.21895797427207367,0.24491866240370908,0
<A_Complete | 7>,O_CreateOffer,<O_CreateOffer | 7>,1.0,0.0,15,0.8753432330838892,0.9988944427261528,0
<A_Complete | 7>,W_Validateapplication,<W_Validateapplication | 7>,1.0,0.0,18,0.8949323319373113,0.9997532108480275,1
<A_Complete | 82>,O_CreateOffer,<O_CreateOffer | 82>,1.0,0.0,3,0.5226759383331816,0.6351489523872873,1
<A_Complete | 82>,O_Sent(mailandonline),<O_Sent(mailandonline) | 82>,1.0,0.0,1,0.20179395704552938,0.24491866240370908,0
<A_Complete | 82>,O_Sent(onlineonly),<O_Sent(onlineonly) | 82>,1.0,0.0,1,0.19990734773569135,0.24491866240370908,0
<A_Complete | 82>,W_Validateapplication,<W_Validateapplication | 82>,1.0,0.0,1,0.19242845713422357,0.24491866240370908,0
<A_Complete | 87>,O_CreateOffer,<O_CreateOffer | 23>,1.0,0.0,2,0.4121088048745607,0.4621171572600098,1
<A_Complete | 99>,O_Cancelled,<O_Cancelled | 72>,1.0,0.0,1,0.2063795889418865,0.24491866240370908,1
<A_Concept | 40>,A_Accepted,<A_Accepted | 15>,1.0,0.0,1565,0.8937849465299388,1.0,1
<A_Concept | 40>,W_Completeapplication,<W_Completeapplication | 15>,1.0,0.0,12072,0.8937773221675849,1.0,0
<A_Concept | 40>,W_Shortenedcompletion,<W_Shortenedcompletion | 15>,1.0,0.0,13,0.8838474539291342,0.996997635486526,0
<A_Concept | 84>,A_Accepted,<A_Accepted | 36>,0.999624765478424,0.0,2664,0.8935243012213606,1.0,1
<A_Concept | 84>,A_Accepted,<A_Accepted | 84>,0.0003752345215759,0.0,1,0.8935243012213606,1.0,1
<A_Concept | 84>,W_Shortenedcompletion,<W_Shortenedcompletion | 36>,1.0,0.0,3,0.5675967521704457,0.6351489523872873,0
<A_Concept | 86>,A_Accepted,<A_Accepted | 36>,0.0102090422946037,0.0,63,0.9098724833530653,1.0,1
<A_Concept | 86>,A_Accepted,<A_Accepted | 8>,0.9897909577053962,0.0,6108,0.9098724833530653,1.0,1
<A_Concept | 86>,W_Assesspotentialfraud,<W_Assesspotentialfraud | 8>,1.0,0.0,3,0.34559998997601665,0.6351489523872873,0
<A_Concept | 86>,W_Completeapplication,<W_Completeapplication | 8>,1.0,0.0,4,0.6524484644776822,0.7615941559557649,0
<A_CreateApplication | 0>,A_Submitted,<A_Submitted | 29>,1.0,0.0,16381,0.8939009187650396,1.0,0
<A_CreateApplication | 0>,W_Completeapplication,<W_Completeapplication | 29>,1.0,0.0,6115,0.9098722254691312,1.0,1
<A_Denied | 18>,END,<END | 18>,1.0,0.0410873162110449,1,0.010063050528167349,0.24491866240370908,1
<A_Denied | 26>,END,<END | 98>,1.0,0.0425411236659901,1,0.010419115105425068,0.24491866240370908,1
<A_Denied | 2>,END,<END | 2>,1.0,0.0427816273903517,3,0.027172705818405158,0.6351489523872873,1
<A_Denied | 3>,END,<END | 3>,1.0,0.0427978770460862,6,0.03873842366797264,0.9051482536448664,1
<A_Denied | 41>,END,<END | 98>,1.0,0.0425411236659901,1,0.010419115105425068,0.24491866240370908,1
<A_Denied | 48>,END,<END | 48>,0.6,0.0427660367376484,3,0.03620141327872897,0.8482836399575129,1
<A_Denied | 48>,END,<END | 98>,0.4,0.0425411236659901,2,0.03620141327872897,0.8482836399575129,1
<A_Denied | 70>,END,<END | 70>,1.0,0.042791512708618,1,0.010480440054826038,0.24491866240370908,1
<A_Denied | 7>,END,<END | 7>,1.0,0.0427452815589269,2,0.01975332800029002,0.4621171572600098,1
<A_Denied | 83>,END,<END | 83>,1.0,0.0428039353309419,1,0.010483482586869155,0.24491866240370908,1
<A_Denied | 90>,END,<END | 90>,1.0,0.0427574526417145,1,0.010472098108798653,0.24491866240370908,1
<A_Denied | 93>,END,<END | 98>,1.0,0.0425411236659901,2,0.01965898313517387,0.4621171572600098,1
<A_Incomplete | 12>,A_Denied,<O_Refused | 31>,1.0,0.0,1,5.292662157559547e-05,0.24491866240370908,0
<A_Incomplete | 12>,O_Cancelled,<O_Cancelled | 12>,1.0,0.0,1,0.09740768915978247,0.24491866240370908,0
<A_Incomplete | 12>,O_CreateOffer,<O_CreateOffer | 12>,0.9047619047619048,0.0,19,0.7834967912276174,0.9999449286177708,0
<A_Incomplete | 12>,O_CreateOffer,<O_CreateOffer | 68>,0.0952380952380952,0.0,2,0.7834967912276174,0.9999449286177708,0
<A_Incomplete | 12>,W_Validateapplication,<W_Validateapplication | 12>,0.8961748633879781,0.0,164,0.8708673422208092,1.0,1
<A_Incomplete | 12>,W_Validateapplication,<W_Validateapplication | 68>,0.1038251366120218,0.0,19,0.8708673422208092,1.0,1
<A_Incomplete | 13>,A_Denied,<O_Refused | 31>,1.0,0.0,7,0.00020343009551653424,0.9413755384972874,0
<A_Incomplete | 13>,O_Cancelled,<A_Cancelled | 52>,0.1666666666666666,0.0,1,0.37681274631998873,0.9051482536448664,0
<A_Incomplete | 13>,O_Cancelled,<O_Cancelled | 13>,0.8333333333333334,0.0,5,0.37681274631998873,0.9051482536448664,0
<A_Incomplete | 13>,O_CreateOffer,<O_CreateOffer | 13>,0.746031746031746,0.0,47,0.8806168301499195,0.9999999999999583,0
<A_Incomplete | 13>,O_CreateOffer,<O_CreateOffer | 28>,0.0158730158730158,0.0,1,0.8806168301499195,0.9999999999999583,0
<A_Incomplete | 13>,O_CreateOffer,<O_CreateOffer | 76>,0.238095238095238,0.0,15,0.8806168301499195,0.9999999999999583,0
<A_Incomplete | 13>,W_Validateapplication,<W_Validateapplication | 13>,0.7216748768472906,0.0,293,0.9282015114755537,1.0,1
<A_Incomplete | 13>,W_Validateapplication,<W_Validateapplication | 28>,0.0172413793103448,0.0,7,0.9282015114755537,1.0,1
<A_Incomplete | 13>,W_Validateapplication,<W_Validateapplication | 76>,0.2610837438423645,0.0,106,0.9282015114755537,1.0,1
<A_Incomplete | 14>,A_Denied,<O_Refused | 98>,1.0,0.0,65,0.0,0.9999999999999847,0
<A_Incomplete | 14>,O_Cancelled,<A_Cancelled | 41>,0.175,0.0,7,0.8264087882034454,0.9999999958776927,0
<A_Incomplete | 14>,O_Cancelled,<A_Cancelled | 48>,0.05,0.0,2,0.8264087882034454,0.9999999958776927,0
<A_Incomplete | 14>,O_Cancelled,<A_Cancelled | 93>,0.075,0.0,3,0.8264087882034454,0.9999999958776927,0
<A_Incomplete | 14>,O_Cancelled,<O_Cancelled | 41>,0.125,0.0,5,0.8264087882034454,0.9999999958776927,0
<A_Incomplete | 14>,O_Cancelled,<O_Cancelled | 93>,0.575,0.0,23,0.8264087882034454,0.9999999958776927,0
<A_Incomplete | 14>,O_CreateOffer,<O_CreateOffer | 1>,0.0016528925619834,0.0,1,0.9219118719728236,1.0,0
<A_Incomplete | 14>,O_CreateOffer,<O_CreateOffer | 41>,0.3024793388429752,0.0,183,0.9219118719728236,1.0,0
<A_Incomplete | 14>,O_CreateOffer,<O_CreateOffer | 93>,0.6958677685950413,0.0,421,0.9219118719728236,1.0,0
<A_Incomplete | 14>,W_Assesspotentialfraud,<W_Assesspotentialfraud | 41>,0.5,0.0,3,0.1943173473681799,0.9051482536448664,0
<A_Incomplete | 14>,W_Assesspotentialfraud,<W_Assesspotentialfraud | 93>,0.5,0.0,3,0.1943173473681799,0.9051482536448664,0
<A_Incomplete | 14>,W_Callafteroffers,<O_Accepted | 1>,1.0,0.0,1,0.2061575256576609,0.24491866240370908,0
<A_Incomplete | 14>,W_Validateapplication,<W_Validateapplication | 1>,0.0062463400351356,0.0,32,0.9605826123833674,1.0,1
<A_Incomplete | 14>,W_Validateapplication,<W_Validateapplication | 26>,0.0001951981260979,0.0,1,0.9605826123833674,1.0,1
<A_Incomplete | 14>,W_Validateapplication,<W_Validateapplication | 41>,0.3052898692172555,0.0,1564,0.9605826123833674,1.0,1
